,PROPERTY_ID,PROPERTY_NAME,PROPERTY_ADDRESS,PROPERTY_CITY,COUNTY_NAME,PROPERTY_STATE,PROPERTY_ZIPCODE,PROPERTY_LATITUDE,PROPERTY_LONGITUDE,PROPERTY_UNITS,PROPERTY_SQFT,PROPERTY_IMPRATING,PROPERTY_LOCRATING,PROPERTY_STATUS,PROPERTY_STUDENTHOUSING,PROPERTY_AFFORDABLEHOUSING,PROPERTY_MILITARYHOUSING,PROPERTY_AGERESTRICTED,PROPERTY_FRACTUREDCONDO,PROPERTY_ADAPTIVEREUSE,PROPERTY_SINGLEFAMILYRENTAL,PROPERTY_CURRENT_OCCUPANCY,PROPERTY_CURRENT_RENT,PROPERTY_MIXEDUSE,PROPERTY_MIXEDUSE_NOTES,Impr_Rating,Loc_Rating,Property_Overall_Rating,Student_Housing,Affordable_Housing,Military_Housing,Senior_Housing,Fractured_Condo,Adaptive_Reuse,Single_Family_Rental,Mixed_Use,sqft_mixed_use
6513,57_1397,Century Bartram Park,13525 Bartram Park Blvd,Jacksonville,Duval,FL,32207,30.128349,-81.53365,323,362914,A-,B+,Completed,N,N,N,N,,,,96.9,1877,FALSE,,High Mid-Range,High Mid-Range,,0,0,0,0,,,,0,0
6514,57_1411,"Finley, The",9541 103rd Street,Jacksonville,Duval,FL,32210,30.2503448,-81.8146618,312,325872,B+,B-,Completed,N,N,N,N,,FALSE,,94.6,1521,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,,0,,0,0
6515,57_1536,Brentwood Lakes,761 Village Center Drive,Jacksonville,Duval,FL,32206,30.35907,-81.665782,328,319776,B,B-,Completed,N,A,N,N,,,,,,FALSE,,Low Mid-Range,Low Mid-Range,,0,1,0,0,,,,0,0
6516,57_1723,"Oaks at Normandy, The",7777 Normandy Blvd,Jacksonville,Duval,FL,32221,30.29758,-81.777457,336,331176,A,C+,Completed,N,N,N,N,,,,97,1575,FALSE,,Discretionary,Workforce,,0,0,0,0,,,,0,0
6517,57_1819,Pointe Parc at St. Johns,7524 Southside Blvd,Jacksonville,Duval,FL,32256,30.2373047,-81.5534299,360,262960,B+,B+,Completed,N,N,N,N,,,,97.2,1123,FALSE,,High Mid-Range,High Mid-Range,,0,0,0,0,,,,0,0
6518,57_1905,"Parkland at Orange Park, The",1863 Wells Road,Orange Park,Clay,FL,32073,30.1892627,-81.7329945,358,311098,B,B,Completed,N,N,N,N,,,,96.1,1495,FALSE,,Low Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
6519,57_1906,Hunter's Run,1535 Blanding Blvd,Middleburg,Clay,FL,32068,30.1151519,-81.810386,304,287136,A-,B,Completed,N,A,N,N,,,,,,FALSE,,High Mid-Range,Low Mid-Range,,0,1,0,0,,,,0,0
6520,57_1933,"Coast at Ponte Vedra Lakes, The",611 Ponte Vedra Lakes Blvd,Ponte Vedra Beach,St. Johns,FL,32082,30.2515596,-81.3964294,344,302904,B,A,Completed,N,N,N,N,,,,99.1,1783,FALSE,,Low Mid-Range,Discretionary,,0,0,0,0,,,,0,0
6521,57_1960,Carlyle at Bartram Park,14701 Bartram Park Blvd,Jacksonville,Duval,FL,32258,30.1134272,-81.5177364,336,333000,A-,A,Completed,N,N,N,N,N,FALSE,,99.1,1587,FALSE,,High Mid-Range,Discretionary,,0,0,0,0,0,0,,0,0
6522,57_1966,Oakleaf Plantation,250 Cherry Ridge Drive,Jacksonville,Duval,FL,32222,30.19141,-81.83323,330,341688,A-,B,Completed,N,N,N,N,,FALSE,,95.5,1597,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,,0,,0,0
6523,57_1971,500 East Bay,500 East Bay Street,Jacksonville,Duval,FL,32202,30.324476,-81.651335,300,0,,A,Prospective,,,,,,,,,,TRUE,"Includes 50,000 Square Feet of Retail",,Discretionary,,,,,,,,,1,50000
6524,57_1987,Coventry Park at Southpoint,6650 Corporate Center Pkwy,Jacksonville,Duval,FL,32216,30.2565209,-81.5978105,360,342536,B+,B+,Completed,N,N,N,N,N,,,95,1570,FALSE,,High Mid-Range,High Mid-Range,,0,0,0,0,0,,,0,0
6525,57_3047,"Four at Deerwood, The",4870 East Deer Lake Drive,Jacksonville,Duval,FL,32246,30.25499,-81.54956,316,296505,A,B,Completed,N,N,N,N,,FALSE,,97.5,1815,FALSE,,Discretionary,Low Mid-Range,,0,0,0,0,,0,,0,0
6526,57_3067,Hacienda Club,8685 Baymeadows Road East,Jacksonville,Duval,FL,32256,30.21946,-81.50835,300,343108,A,A-,Completed,N,N,N,N,,FALSE,,97,2068,FALSE,,Discretionary,High Mid-Range,,0,0,0,0,,0,,0,0
6527,57_3075,"Views at Harbortown, The",14030 Atlantic Blvd,Jacksonville,Duval,FL,32225,30.32178,-81.44116,300,288346,A-,A-,Completed,N,N,N,N,,FALSE,,92.7,2006,FALSE,,High Mid-Range,High Mid-Range,,0,0,0,0,,0,,0,0
6528,57_3076,"Brooklyn Riverside, The",100 Magnolia Street,Jacksonville,Duval,FL,32204,30.3243602,-81.6718561,310,259683,A-,B-,Completed,N,N,N,N,,FALSE,,96.5,1638,TRUE,"Includes 53,000 Square Feet of Retail",High Mid-Range,Low Mid-Range,,0,0,0,0,,0,,1,53000
6529,57_3083,Integra River Run,14050 Integra Drive,Jacksonville,Duval,FL,32218,30.491109,-81.631746,300,312343,A,C+,Completed,N,N,N,N,,FALSE,,98,1611,FALSE,,Discretionary,Workforce,,0,0,0,0,,0,,0,0
6530,57_3094,Gran Bay,13444 Gran Bay Pkwy,Jacksonville,Duval,FL,32256,30.130597,-81.51785,308,307620,A,B+,Completed,N,N,N,N,,FALSE,,98.4,1513,FALSE,,Discretionary,High Mid-Range,,0,0,0,0,,0,,0,0
6531,57_3101,"Loree, The",8649 A C Skinner Pkwy,Jacksonville,Duval,FL,32256,30.24856,-81.56033,300,350385,A,B+,Completed,N,N,N,N,,FALSE,,96.3,1736,FALSE,,Discretionary,High Mid-Range,,0,0,0,0,,0,,0,0
6532,57_3106,Sola,8074 Gate Pkwy West,Jacksonville,Duval,FL,32216,30.253419,-81.578485,330,321186,A-,B,Completed,N,N,N,N,,FALSE,,96.4,1817,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,,0,,0,0
6533,57_3107,Vista Brooklyn,200 Riverside Avenue,Jacksonville,Duval,FL,32202,30.3228565,-81.672697,308,247249,,B,Completed,N,N,N,N,,FALSE,,,1858,FALSE,,,Low Mid-Range,,0,0,0,0,,0,,0,0
6534,57_3111,Ravella at Town Center,4674 Town Center Pkwy,Jacksonville,Duval,FL,32246,30.258298,-81.529602,306,274023,A,B+,Completed,N,N,N,N,,FALSE,,97.7,1786,FALSE,,Discretionary,High Mid-Range,,0,0,0,0,,0,,0,0
6535,57_3397,Steele Creek,8599 A C Skinner Pkwy,Jacksonville,Duval,FL,32256,30.2481688,-81.5612508,300,290148,A-,B+,Completed,N,N,N,N,,FALSE,,98.3,1953,FALSE,,High Mid-Range,High Mid-Range,,0,0,0,0,,0,,0,0
6536,57_3399,SUR Southside Quarter,7385 Park Village Drive,Jacksonville,Duval,FL,32256,30.24631,-81.517295,306,292248,A-,A,Completed,N,N,N,N,,FALSE,,94.8,1786,FALSE,,High Mid-Range,Discretionary,,0,0,0,0,,0,,0,0
6537,57_3400,JTB,8876 A C Skinner Pkwy,Jacksonville,Duval,FL,32256,30.2411255,-81.5536651,350,341823,A-,B+,Completed,N,N,N,N,,FALSE,,94.3,2039,FALSE,,High Mid-Range,High Mid-Range,,0,0,0,0,,0,,0,0
6538,57_3403,Broxton Bay,12900 Broxton Bay Drive,Jacksonville,Duval,FL,32218,30.471934,-81.638708,324,361329,A-,B-,Completed,N,N,N,N,,FALSE,,99.1,1713,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,,0,,0,0
6539,57_3409,"1230 Hendricks, The",1230 Hendricks Avenue,Jacksonville,Duval,FL,32207,30.313034,-81.655015,345,0,,B,Planned,,,,,,,,,,FALSE,,,Low Mid-Range,,,,,,,,,0,0
6540,57_371689,"Oasis at Town Center, The",10667 Brightman Blvd,Jacksonville,Duval,FL,32246,30.259089,-81.520319,328,352936,A,B+,Completed,N,N,N,N,,,,98.5,1901,FALSE,,Discretionary,High Mid-Range,,0,0,0,0,,,,0,0
6541,57_373331,Beach House at Amelia,85041 Christian Way,Yulee,Nassau,FL,32097,30.626323,-81.560238,300,302970,A-,B-,Completed,N,P,N,N,,,,93,1924,FALSE,,High Mid-Range,Low Mid-Range,,0,1,0,0,,,,0,0
6542,57_377353,"Elysian, The",65 Sentosa Drive,St. Johns,St. Johns,FL,32259,30.076841,-81.486451,348,359816,A-,B,Completed,N,N,N,N,,,,98,1927,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
6543,57_382384,Kings Avenue Station Phase II,1201 Kings Avenue,Jacksonville,Duval,FL,32207,30.3123801,-81.653421,300,0,,B,Prospective,,,,,,,,,,,,,Low Mid-Range,,,,,,,,,,0
6544,57_392413,"Ridley, The",12517 Beach Blvd,Jacksonville,Duval,FL,32246,30.288243,-81.490549,301,266958,A-,B-,Completed,N,N,N,N,,,,96,1636,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
6545,57_393658,"Menlo, The",11390 Square Street,Jacksonville,Duval,FL,32256,30.165206,-81.507047,332,320651,A-,B+,Completed,N,N,N,N,,,,95.8,1914,FALSE,,High Mid-Range,High Mid-Range,,0,0,0,0,,,,0,0
6546,57_558691,Durbin Creek Crossing,Race Track Road & St Johns Pkwy,Jacksonville,St. Johns,FL,32259,30.10329,-81.544474,350,0,,B+,Under Construction,N,,N,,,,TRUE,,,,,,High Mid-Range,,0,,0,,,,1,,0
6547,57_915757,Exchange at Orange Park Apartment Homes,4851 Collins Road,Jacksonville,Duval,FL,32244,30.195512,-81.713021,312,0,,B-,Under Construction,,,,,,,,,,,,,Low Mid-Range,,,,,,,,,,0
6548,57_917826,"Landing at St. Augustine Phase II, The",100 Lasa Drive,St. Augustine,St. Johns,FL,32084,29.930447,-81.33123,312,311344,A-,B-,Completed,N,N,N,N,,,,98.1,1485,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
6549,57_927009,Southside Villas,8745 Palm Breeze Road,Jacksonville,Duval,FL,32256,30.204179,-81.549471,300,321828,B+,B+,Completed,N,N,N,N,,,,95,1652,FALSE,,High Mid-Range,High Mid-Range,,0,0,0,0,,,,0,0
6550,57_940178,Parkway Shops North,Max Leggett Pkwy & Skymarks Drive,Jacksonville,Duval,FL,32218,30.48221,-81.637142,300,0,,B-,Planned,,,,,,,,,,,,,Low Mid-Range,,,,,,,,,,0
6551,57_940181,Collins Preserve,Collins Road & Plantation Bay Drive,Jacksonville,Duval,FL,32244,30.204499,-81.751526,330,0,,B-,Prospective,,,,,,,,,,,,,Low Mid-Range,,,,,,,,,,0
6552,57_942931,Aventon Soraya,13163 Ranch Road,Jacksonville,Duval,FL,32218,30.478185,-81.646924,324,0,,B-,Under Construction,,,,,,,,,,,,,Low Mid-Range,,,,,,,,,,0
6553,101_1007,Integra Woods,1000 Integra Woods Blvd,Palm Coast,Flagler,FL,32164,29.4229128,-81.2080555,310,326416,A,C+,Completed,N,N,N,N,,,,99.7,1552,FALSE,,Discretionary,Workforce,,0,0,0,0,,,,0,0
6554,101_1008,Bermuda Estates at Ormond Beach,100 Hamilton Circle,Ormond Beach,Volusia,FL,32174,29.260468,-81.113413,344,382824,B,B,Completed,N,N,N,N,,,,98.8,1430,FALSE,,Low Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
6555,101_102,Addison Lane,4117 SW 20th Avenue,Gainesville,Alachua,FL,32607,29.6328309,-82.3859831,316,201640,C,C+,Completed,N,N,N,N,,,,91.1,866,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
6556,101_1042,Grandeville on Saxon,741 Saxon Blvd,Orange City,Volusia,FL,32763,28.9137478,-81.2978938,316,351140,A-,B-,Completed,N,N,N,N,,,,97.5,1623,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
6557,101_1056,Wedgewood,1717 Mason Avenue,Daytona Beach,Volusia,FL,32117,29.2055929,-81.0719882,300,302652,B,C+,Completed,N,A,N,N,,,,,,FALSE,,Low Mid-Range,Workforce,,0,1,0,0,,,,0,0
6558,101_109,Hideaway Gainesville,2800 SW Williston Road,Gainesville,Alachua,FL,32608,29.6105165,-82.3640545,360,516950,B,B-,Completed,A,N,N,N,,,,,1544,FALSE,,Low Mid-Range,Low Mid-Range,,1,0,0,0,,,,0,0
6559,101_1118,Andros Isles,100 Acklins Circle,Daytona Beach,Volusia,FL,32119,29.15598,-81.070088,360,355320,A-,B-,Completed,N,N,N,N,,,,98.9,1611,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
6560,101_1151,Indigo Plantation,100 Powell Blvd,Daytona Beach,Volusia,FL,32114,29.1984648,-81.0901737,304,268128,B-,C+,Completed,N,N,N,N,,,,94.1,1403,FALSE,,Low Mid-Range,Workforce,,0,0,0,0,,,,0,0
6561,101_1172,Whitepalm,5400 South Williamson Blvd,Port Orange,Volusia,FL,32128,29.1107137,-81.0405705,306,309010,A-,B,Completed,N,N,N,N,,FALSE,,98.4,1775,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,,0,,0,0
6562,101_121,Lux13,1015 NW 21st Avenue,Gainesville,Alachua,FL,32609,29.671236,-82.3352035,300,336423,B,C+,Completed,A,N,N,N,,,,,1839,FALSE,,Low Mid-Range,Workforce,,1,0,0,0,,,,0,0
6563,101_1222114,Tymber Creek,2011 West Granada Blvd,Ormond Beach,Volusia,FL,32174,29.253979,-81.131058,300,0,,B,Prospective,,,,,,,,,,,,,Low Mid-Range,,,,,,,,,,0
6564,101_128,Oxford Manor,2777 SW Archer Road,Gainesville,Alachua,FL,32608,29.6300744,-82.3645325,366,390130,B-,C+,Completed,A,N,N,N,,,,,1668,FALSE,,Low Mid-Range,Workforce,,1,0,0,0,,,,0,0
6565,101_1306510,Pointe Grand,Brookside Lane & Pine Lakes Pkwy,Palm Coast,Flagler,FL,32137,29.562497,-81.253648,300,0,,B-,Prospective,,,,,,,,,,,,,Low Mid-Range,,,,,,,,,,0
6566,101_1318249,Halifax Riverfront Residences,2941 South Ridgewood Avenue,South Daytona,Volusia,FL,32119,29.155977,-80.992685,330,0,,C+,Prospective,,,,,,,,,,TRUE,"Includes 15,000 Square Feet of Retail",,Workforce,,,,,,,,,1,15000
6567,101_1318678,Woodland Village,17th Street & 25th Avenue,Ocala,Marion,FL,34471,29.171509,-82.103076,310,0,,C,Prospective,,,,,,,,,,,,,Workforce,,,,,,,,,,0
6568,101_1333923,Pointe Grande,3527 SW 20th Street,Ocala,Marion,FL,34474,29.17189693,-82.18005404,360,0,,C,Under Construction,,,,,,,,,,,,,Workforce,,,,,,,,,,0
6569,101_1334370,Messina by the Lake,434 Luna Bella Lane,New Smyrna Beach,Volusia,FL,32168,29.0361281,-81.0321502,348,383334,A,B,Completed,N,N,N,N,,,,99.4,1895,FALSE,,Discretionary,Low Mid-Range,,0,0,0,0,,,,0,0
6570,101_1357961,North Beach Street & Michigan Avenue,North Beach Street & Michigan Avenue,Daytona Beach,Volusia,FL,32114,29.220583,-81.02261,307,0,,C+,Prospective,,,,,,,,,,,,,Workforce,,,,,,,,,,0
6571,101_1358352,Integra Myst,East Graves Avenue & North Normandy Blvd,Deltona,Volusia,FL,32763,28.948591,-81.255508,301,0,,B-,Prospective,,,,,,,,,,,,,Low Mid-Range,,,,,,,,,,0
6572,101_1590,Noble on Newberry,658 NW 120th Terrace,Gainesville,Alachua,FL,32607,29.6570677,-82.4700459,300,303693,A-,B,Completed,N,N,N,N,,FALSE,,93.3,1741,TRUE,"Includes 150,000 Square Feet of Retail",High Mid-Range,Low Mid-Range,,0,0,0,0,,0,,1,150000
6573,101_1610,Sanctuary at Westport,5400 Coraci Blvd,Port Orange,Volusia,FL,32128,29.110537,-81.059142,360,362504,A,B,Completed,N,N,N,N,,FALSE,,98.6,2100,FALSE,,Discretionary,Low Mid-Range,,0,0,0,0,,0,,0,0
6574,101_1612,Midtown,104 NW 17th Street,Gainesville,Alachua,FL,32603,29.653004,-82.345024,310,0,,B+,Under Construction,A,N,N,N,,FALSE,,,,TRUE,"Includes 15,000 Square Feet of Retail",,High Mid-Range,,1,0,0,0,,0,,1,15000
6575,101_1624,Canterbury Circle,3585 SW 38th Terrace,Ocala,Marion,FL,34474,29.152431,-82.188193,304,371904,A,B,Completed,N,N,N,N,,,,98,1962,FALSE,,Discretionary,Low Mid-Range,,0,0,0,0,,,,0,0
6576,101_180,Evergreen at Uptown Village,3780 NW 24th Blvd,Gainesville,Alachua,FL,32605,29.6874523,-82.3580981,322,360888,A-,B-,Completed,N,N,N,N,,,,95.7,1648,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
6577,101_185,Sun Bay,708 SW 16th Avenue,Gainesville,Alachua,FL,32601,29.6371021,-82.332585,360,306000,C+,B-,Completed,N,N,N,N,,,,99.7,856,FALSE,,Workforce,Low Mid-Range,,0,0,0,0,,,,0,0
6578,101_191,"Bartram, The",2337 SW Archer Road,Gainesville,Alachua,FL,32608,29.6332482,-82.3568864,334,385464,A,B-,Completed,N,N,N,N,,,,96.1,1880,FALSE,,Discretionary,Low Mid-Range,,0,0,0,0,,,,0,0
6579,101_198,"Pavilion on 62nd, The",1000 SW 62nd Blvd,Gainesville,Alachua,FL,32607,29.6424682,-82.3990402,312,362622,B+,B-,Completed,A,N,N,N,,,,,1702,FALSE,,High Mid-Range,Low Mid-Range,,1,0,0,0,,,,0,0
6580,101_20,One 51 Place,15100 NW 150th Court,Alachua,Alachua,FL,32615,29.7940899,-82.5052643,312,324012,B+,C+,Completed,N,N,N,N,,,,100,1132,FALSE,,High Mid-Range,Workforce,,0,0,0,0,,,,0,0
6581,101_207,Huntington Lakes,5400 NW 39th Avenue,Gainesville,Alachua,FL,32606,29.6909612,-82.401045,310,312206,B+,B,Completed,N,N,N,N,,,,96.1,1405,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
6582,101_218,College Manor,1216 SW 2nd Avenue,Gainesville,Alachua,FL,32601,29.6505583,-82.3376231,347,159825,B-,B-,Completed,N,N,N,N,,,,95.7,1040,FALSE,,Low Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
6583,101_221,Aqua at Windmeadows,3700 Windmeadows Blvd,Gainesville,Alachua,FL,32608,29.6277021,-82.3781715,322,328750,B,C+,Completed,N,N,N,N,,,,92.9,1444,FALSE,,Low Mid-Range,Workforce,,0,0,0,0,,,,0,0
6584,101_231,Hunters Crossing,4830 NW 43rd Street,Gainesville,Alachua,FL,32606,29.6992322,-82.3904398,300,333638,A-,B+,Completed,N,N,N,N,,,,97,1491,FALSE,,High Mid-Range,High Mid-Range,,0,0,0,0,,,,0,0
6585,101_238,Holly Heights,604 SW 70th Terrace,Gainesville,Alachua,FL,32607,29.6468616,-82.4179905,300,226534,C,C,Completed,N,N,N,N,,,,100,830,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
6586,101_250,Lexington Crossing,3700 SW 27th Street,Gainesville,Alachua,FL,32608,29.616745,-82.36337,300,381840,A-,B-,Completed,A,N,N,N,,,,,1984,FALSE,,High Mid-Range,Low Mid-Range,,1,0,0,0,,,,0,0
6587,101_389180,"Atlantic, The",1401 Reed Canal Road,Port Orange,Volusia,FL,32129,29.148442,-81.031627,310,344080,,B-,Under Construction,N,N,N,N,,,,,1983,FALSE,,,Low Mid-Range,,0,0,0,0,,,,0,0
6588,101_394594,"Edison, The",LPGA Blvd & North Clyde Morris Blvd,Daytona Beach,Volusia,FL,32117,29.225359,-81.087527,300,0,,C+,Under Construction,,,,,,,,,,TRUE,,,Workforce,,,,,,,,,1,0
6589,101_397276,500 East,1851 LPGA Blvd,Daytona Beach,Volusia,FL,32117,29.228439,-81.079754,301,314568,A-,C,Completed,N,N,N,N,,,,97,1731,FALSE,,High Mid-Range,Workforce,,0,0,0,0,,,,0,0
6590,101_48,"Crossing at Santa Fe, The",3205 NW 83rd Street,Gainesville,Alachua,FL,32606,29.6828359,-82.4295912,337,454166,B,B-,Completed,A,N,N,N,,,,,1632,FALSE,,Low Mid-Range,Low Mid-Range,,1,0,0,0,,,,0,0
6591,101_63,Deerwood Village Luxury Apartment Homes,1850 SE 18th Avenue,Ocala,Marion,FL,34471,29.1681445,-82.1162054,328,332952,A-,B,Completed,N,N,N,N,,,,97.6,1864,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
6592,101_85,Bellamay Grand,2625 SW 75th Street,Gainesville,Alachua,FL,32607,29.6276818,-82.4217874,360,360888,B+,B-,Completed,N,N,N,N,,,,,1109,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
6593,101_86,Gainesville Place,2800 SW 35th Place,Gainesville,Alachua,FL,32608,29.6228349,-82.3643018,348,485004,B-,B-,Completed,A,N,N,N,,,,,2196,FALSE,,Low Mid-Range,Low Mid-Range,,1,0,0,0,,,,0,0
6594,101_93,Highlands at Heathbrook,5101 SW 60th Street Road,Ocala,Marion,FL,34474,29.1259557,-82.206042,320,383695,A-,B-,Completed,N,N,N,N,,,,95,1781,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
6595,101_939008,"Sanctuary at Daytona, The",Grand Preserve Way & LPGA Blvd,Daytona Beach,Volusia,FL,32117,29.23291,-81.075749,336,318888,,B-,Prospective,,,,,,,,,,,,,Low Mid-Range,,,,,,,,,,0
6596,101_939226,Project Delta West,West International Speedway Blvd & North Ridgewood Avenue,Daytona Beach,Volusia,FL,32114,29.210845,-81.02283,300,0,,C+,Prospective,,,,,,,,,,,,,Workforce,,,,,,,,,,0
6597,105_1,Arbor Landing at Lake Jackson,4910 North Monroe Street,Tallahassee,Leon,FL,32303,30.5191999,-84.3520119,312,430022,A-,B,Completed,N,N,N,N,,,,93.2,1319,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
6598,105_113,"Lory of Tallahassee, The",2915 Sharer Road,Tallahassee,Leon,FL,32312,30.483614,-84.291344,324,325488,B,B-,Completed,N,N,N,N,,,,98.1,1150,FALSE,,Low Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
6599,105_1175594,Lakeside at Southwood,Merchants Row Blvd & Tram Road,Tallahassee,Leon,FL,32311,30.383416,-84.240849,310,0,,C+,Under Construction,,,,,,,,,,FALSE,,,Workforce,,,,,,,,,0,0
6600,105_120,Verandas at Southwood,3700 Capital Circle SE,Tallahassee,Leon,FL,32311,30.397935,-84.2373905,300,341760,B+,B,Completed,N,N,N,N,,,,96.3,1699,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
6601,105_1340182,Ridge Haven Road & Ridge Road,Ridge Haven & Road Ridge Road,Tallahassee,Leon,FL,32305,30.397567,-84.28937,306,0,,C+,Prospective,,,,,,,,,,,,,Workforce,,,,,,,,,,0
6602,105_22,West 10,2614 West Tennessee Street,Tallahassee,Leon,FL,32304,30.4535367,-84.3342519,312,428364,B+,C,Completed,A,N,N,N,,,,,1971,FALSE,,High Mid-Range,Workforce,,1,0,0,0,,,,0,0
6603,105_23,"Paddock Club, The",1900 Center Pointe Blvd,Tallahassee,Leon,FL,32308,30.468899,-84.234521,304,329392,B,B,Completed,N,N,N,N,,,,98,1556,FALSE,,Low Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
6604,105_33,Live Oaks at Killearn,1555 Delaney Drive,Tallahassee,Leon,FL,32309,30.5055915,-84.2409168,352,305351,B-,B+,Completed,N,P,N,N,,,,,917,FALSE,,Low Mid-Range,High Mid-Range,,0,1,0,0,,,,0,0
6605,105_73,"Lakes at San Marcos, The",4768 Woodville Hwy,Tallahassee,Leon,FL,32305,30.3728161,-84.2726105,312,380455,B,C+,Completed,N,P,N,N,,,,,995,FALSE,,Low Mid-Range,Workforce,,0,1,0,0,,,,0,0
6606,105_77,Century Capital City,2350 Phillips Road,Tallahassee,Leon,FL,32308,30.4595185,-84.2443009,320,378326,B+,B-,Completed,N,N,N,N,,,,97.8,1521,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
6607,105_872,CollegeTown,815 West Madison Street,Tallahassee,Leon,FL,32304,30.436408,-84.296785,339,305570,A-,B-,Completed,A,N,N,N,,,,,1903,FALSE,,High Mid-Range,Low Mid-Range,,1,0,0,0,,,,0,0
6608,105_938428,Capital Circle NE & Centerville Road,Capital Circle NE & Centerville Road,Tallahassee,Leon,FL,32308,30.4784,-84.236686,300,0,,B-,Prospective,,,,,,,,,,,,,Low Mid-Range,,,,,,,,,,0
6609,105_939102,Grove Park,3148 Dick Wilson Blvd,Tallahassee,Leon,FL,32301,30.43073027,-84.2239733,324,0,,C+,Completed,N,N,N,N,,FALSE,,99.1,,,,,Workforce,,0,0,0,0,,0,,,0
6610,105_980,Centre of Tallahassee,2415 North Monroe Street,Tallahassee,Leon,FL,32303,30.475262,-84.290146,300,0,,B,Prospective,,,,,,,,,,,,,Low Mid-Range,,,,,,,,,,0
6611,136_100,10X Living at Breakfast Point,9700 Panama City Beach Pkwy,Panama City Beach,Bay,FL,32407,30.193284,-85.796441,360,365472,B+,B-,Completed,N,N,N,N,,,,97.8,1699,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
6612,136_107,Three Waters Green,531 Carrier Drive,Pensacola,Escambia,FL,32506,30.3771056,-87.3573812,300,440550,B+,C+,Completed,N,N,N,N,,,TRUE,82.7,1348,FALSE,,High Mid-Range,Workforce,,0,0,0,0,,,1,0,0
6613,136_1093461,"Tyde, The",1105 Clara Avenue,Panama City Beach,Bay,FL,32407,30.210662,-85.835282,300,302976,A-,C+,Completed,N,N,N,N,,,,80.3,1885,FALSE,,High Mid-Range,Workforce,,0,0,0,0,,,,0,0
6614,136_1110992,Breakfast Point,Breakfast Point Blvd & Cedar Hammock Lane,Panama City,Bay,FL,32407,30.20375,-85.803758,300,0,,B,Prospective,,,,,,,,,,,,,Low Mid-Range,,,,,,,,,,0
6615,136_1119,79 West,100 Cabana Cay Circle,Panama City Beach,Bay,FL,32413,30.225845,-85.891785,304,253256,B,B-,Completed,N,N,N,N,,,,98.7,1454,FALSE,,Low Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
6616,136_114,TerraMar,93 Dune Lakes Circle,Santa Rosa Beach,Walton,FL,32459,30.377247,-86.283774,310,295840,A,B,Completed,N,N,N,N,,,,97.1,1700,FALSE,,Discretionary,Low Mid-Range,,0,0,0,0,,,,0,0
6617,136_116,Arbor Trace Apartment Homes,3900 Arbor Trace Drive,Lynn Haven,Bay,FL,32444,30.217922,-85.6655287,336,469000,A,B-,Completed,N,N,N,N,,,,96.1,1380,FALSE,,Discretionary,Low Mid-Range,,0,0,0,0,,,,0,0
6618,136_1171410,Watermark at Urban Blu,8551 Panama City Beach Pkwy,Panama City Beach,Bay,FL,32407,30.188451,-85.781141,312,0,,C+,Under Construction,N,N,N,N,,,,,,,,,Workforce,,0,0,0,0,,,,,0
6619,136_1228242,Panama Flats,11826 Front Beach Road,Panama City Beach,Bay,FL,32407,30.189542,-85.823583,320,0,,B,Under Construction,,,,,,,,,,,,,Low Mid-Range,,,,,,,,,,0
6620,136_1318663,Botanic Miramar Beach,12958 US Route 98,Miramar Beach,Walton,FL,32550,30.389041,-86.395878,321,0,,A-,Prospective,,,,,,,,,,TRUE,"Includes 16,544 Square Feet of Retail.",,High Mid-Range,,,,,,,,,1,16544
