Name,State,Total_Visits,Lat,Long,client_coords,num_Discretionary,num_High-Mid-Range,num_Low-Mid-Range,num_Workforce,avg_sqft_Discretionary,avg_sqft_High_Mid-Range,avg_sqft_Low-Mid-Range,avg_sqft_Workforce,avg_rent_Discretionary,avg_rent_High_Mid-Range,avg_rent_Low-Mid-Range,avg_rent_Workforce,Student_Housing,Affordable_Housing,Military_Housing,Senior_Housing,Adaptive_Reuse,Single_Family_Rental,Fractured_Condo,num_stores_Aldi,num_stores_Publix,num_stores_The_Fresh_Market,num_stores_Total_Wine_&_More,num_stores_Trader_Joe's,num_stores_Walmart_Neighborhood_Market,num_stores_Whole_Foods_Market,num_stores_Winn-Dixie,num_stores_ABC_Fine_Wine_&_Spirits,num_stores_Sprouts_Farmers_Market,total_visit_Aldi,total_visit_Publix,total_visit_The_Fresh_Market,total_visit_Total_Wine_&_More,total_visit_Trader_Joe's,total_visit_Walmart_Neighborhood_Market,total_visit_Whole_Foods_Market,total_visit_Winn-Dixie,total_visit_ABC_Fine_Wine_&_Spirits,total_visit_Sprouts_Farmers_Market,num_grocery_stores,total_grocery_visit,2022 Tapestry Adult Pop Base,2022 Pop 18+ in Tapestry Seg 1A,2022 Pop 18+ in Tapestry Seg 1B,2022 Pop 18+ in Tapestry Seg 1C,2022 Pop 18+ in Tapestry Seg 1D,2022 Pop 18+ in Tapestry Seg 1E,2022 Pop 18+ in Tapestry Seg 2A,2022 Pop 18+ in Tapestry Seg 2B,2022 Pop 18+ in Tapestry Seg 2C,2022 Pop 18+ in Tapestry Seg 2D,2022 Pop 18+ in Tapestry Seg 3A,2022 Pop 18+ in Tapestry Seg 3B,2022 Pop 18+ in Tapestry Seg 3C,2022 Pop 18+ in Tapestry Seg 4A,2022 Pop 18+ in Tapestry Seg 4B,2022 Pop 18+ in Tapestry Seg 4C,2022 Pop 18+ in Tapestry Seg 5A,2022 Pop 18+ in Tapestry Seg 5B,2022 Pop 18+ in Tapestry Seg 5C,2022 Pop 18+ in Tapestry Seg 5D,2022 Pop 18+ in Tapestry Seg 5E,2022 Pop 18+ in Tapestry Seg 6A,2022 Pop 18+ in Tapestry Seg 6B,2022 Pop 18+ in Tapestry Seg 6C,2022 Pop 18+ in Tapestry Seg 6D,2022 Pop 18+ in Tapestry Seg 6E,2022 Pop 18+ in Tapestry Seg 6F,2022 Pop 18+ in Tapestry Seg 7A,2022 Pop 18+ in Tapestry Seg 7B,2022 Pop 18+ in Tapestry Seg 7C,2022 Pop 18+ in Tapestry Seg 7D,2022 Pop 18+ in Tapestry Seg 7E,2022 Pop 18+ in Tapestry Seg 7F,2022 Pop 18+ in Tapestry Seg 8A,2022 Pop 18+ in Tapestry Seg 8B,2022 Pop 18+ in Tapestry Seg 8C,2022 Pop 18+ in Tapestry Seg 8D,2022 Pop 18+ in Tapestry Seg 8E,2022 Pop 18+ in Tapestry Seg 8F,2022 Pop 18+ in Tapestry Seg 8G,2022 Pop 18+ in Tapestry Seg 9A,2022 Pop 18+ in Tapestry Seg 9B,2022 Pop 18+ in Tapestry Seg 9C,2022 Pop 18+ in Tapestry Seg 9D,2022 Pop 18+ in Tapestry Seg 9E,2022 Pop 18+ in Tapestry Seg 9F,2022 Pop 18+ in Tapestry Seg 10A,2022 Pop 18+ in Tapestry Seg 10B,2022 Pop 18+ in Tapestry Seg 10C,2022 Pop 18+ in Tapestry Seg 10D,2022 Pop 18+ in Tapestry Seg 10E,2022 Pop 18+ in Tapestry Seg 11A,2022 Pop 18+ in Tapestry Seg 11B,2022 Pop 18+ in Tapestry Seg 11C,2022 Pop 18+ in Tapestry Seg 11D,2022 Pop 18+ in Tapestry Seg 11E,2022 Pop 18+ in Tapestry Seg 12A,2022 Pop 18+ in Tapestry Seg 12B,2022 Pop 18+ in Tapestry Seg 12C,2022 Pop 18+ in Tapestry Seg 12D,2022 Pop 18+ in Tapestry Seg 13A,2022 Pop 18+ in Tapestry Seg 13B,2022 Pop 18+ in Tapestry Seg 13C,2022 Pop 18+ in Tapestry Seg 13D,2022 Pop 18+ in Tapestry Seg 13E,2022 Pop 18+ in Tapestry Seg 14A,2022 Pop 18+ in Tapestry Seg 14B,2022 Pop 18+ in Tapestry Seg 14C,2022 Pop 18+ in Tapestry Seg 15,num_nearby_Burlington,num_nearby_Kohl's,num_nearby_Lowe's,num_nearby_Ross_Dress_for_Less,num_nearby_The_Home_Depot,num_nearby_Walmart,num_nearby_HomeGoods,num_nearby_T.J._Maxx,num_nearby_Marshalls,tot_visits_nearby_Burlington,tot_visits_nearby_Kohl's,tot_visits_nearby_Lowe's,tot_visits_nearby_Ross_Dress_for_Less,tot_visits_nearby_The_Home_Depot,tot_visits_nearby_Walmart,tot_visits_nearby_HomeGoods,tot_visits_nearby_T.J._Maxx,tot_visits_nearby_Marshalls,num_starbucks,has_starbucks
HomeGoods,FL,436436,30.18752975,-85.66929318,"30.18752975,-85.66929318",0,1,14,15,,1395.833333,1046.122444,879.9909833,,1380,1255.571429,1030.2,0,12,1,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2131054,0,0,0,0,0,397299,0,0,3,2528353,27121,0,0,0,0,1814,0,0,0,0,0,0,0,0,0,447,1271,3269,0,2302,3456,0,0,0,0,0,712,0,0,0,0,0,0,0,0,459,0,998,3010,278,0,0,0,0,240,375,0,0,0,1056,0,0,0,1264,894,1792,0,0,1461,2024,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,0,1,0,237934,286737,984745,368986,954127,5693841,0,488801,0,0,0
HomeGoods,FL,432976,27.39095759,-82.45131561,"27.39095759,-82.45131561",1,9,1,0,1047.416667,1026.724596,956.1129032,,2507,2138.875,1855,,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,632409,281977,365584,0,0,829590,0,0,0,4,2109560,16326,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,158,5840,0,467,261,63,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,4750,153,1708,0,2821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,0,1,1,0,381637,1492213,378554,858078,3118065,0,425778,436709,4,1
HomeGoods,FL,428685,26.27045514,-80.2048016,"26.27045514,-80.2048016",0,24,6,2,,1058.123225,817.3268588,946.8833796,,2151.521739,1884.5,1605,0,3,0,1,0,0,3,1,6,1,1,1,0,0,1,0,0,296681,5599079,357329,347755,388874,0,0,553146,0,0,11,7542864,152322,0,4867,0,2047,0,0,1451,0,5629,0,0,0,14407,24669,0,1459,2671,2175,1203,1983,0,0,0,0,0,0,0,239,20971,0,0,0,4480,0,22482,0,3003,4579,0,97,2798,14229,13,7449,0,0,0,0,0,0,0,0,9275,0,0,0,0,0,19,0,0,113,0,0,0,0,0,14,1,2,2,5,4,7,0,2,4,516943,908392,1199372,1841007,4215609,13149537,0,937468,1244945,1,1
HomeGoods,FL,413292,27.92150533,-82.31622451,"27.92150533,-82.31622451",0,30,28,3,,1042.52078,951.3272168,725.2646975,,1913.2,1545.947368,1082.333333,0,11,0,1,0,0,2,2,4,0,1,0,2,0,1,0,0,467862,3088425,0,380139,0,855208,0,316690,0,0,10,5108324,101581,0,0,0,880,0,0,0,0,0,0,0,0,3421,6289,782,8631,236,1449,3058,36,2378,0,2515,0,0,205,13663,1158,3717,1081,0,1693,0,0,21553,0,1268,3493,715,0,0,0,0,0,0,0,0,0,1383,102,0,14548,5744,0,0,1583,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,3,5,0,1,1,470061,552378,2030836,743469,2460450,9545936,0,483380,482310,0,0
HomeGoods,FL,412995,27.17784963,-80.23397274,"27.17784963,-80.23397274",0,0,0,0,,,,,,,,,0,0,0,0,0,0,,1,2,1,0,0,0,0,0,1,1,313396,1062574,349424,0,0,0,0,0,55192,157248,6,1937834,36713,122,0,0,0,85,0,0,0,0,0,0,0,0,0,3333,0,3108,0,0,0,0,1106,1767,0,0,0,0,0,919,0,0,0,0,0,0,0,280,1207,0,3349,2128,4896,195,3090,0,0,0,0,0,760,0,0,0,5160,0,0,0,0,1761,2055,0,1392,0,0,0,0,0,0,0,1,2,1,2,1,0,1,1,0,391326,1074543,327486,1542510,2210323,0,420282,403317,1,1
HomeGoods,FL,396596,28.12517003,-82.50067145,"28.12517003,-82.50067145",0,3,7,0,,1040.698454,871.2293693,,,1855.666667,1588.857143,,0,0,0,0,0,0,1,0,4,0,0,0,0,1,2,0,1,0,2862708,0,0,0,0,554225,646333,0,251894,8,4315160,48975,0,2388,1571,1264,8248,0,3720,0,0,0,0,0,1268,10702,0,432,4898,0,0,0,963,0,555,0,0,0,0,0,0,0,0,0,0,148,1671,0,0,0,0,0,3557,0,0,0,0,0,0,0,0,0,0,5802,0,1787,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,4,1,5,0,1,1,0,404724,1720570,1021977,1098378,8499106,0,426394,268041,0,0
HomeGoods,FL,395674,26.81035612,-80.10442322,"26.81035612,-80.10442322",0,6,7,2,,1053.562173,920.0315642,863.2657658,,2467.666667,1639.333333,1365,0,4,0,2,0,0,1,1,5,0,1,1,0,1,1,1,0,227275,3986403,0,353129,754631,0,991086,214773,62829,0,11,6590126,99463,1490,0,1504,2695,2927,0,0,0,3055,0,0,0,0,669,0,1566,5443,6652,4078,2189,0,0,1102,0,0,0,1705,0,2470,0,0,0,0,3494,7974,0,1135,7647,0,5341,3342,2380,0,3420,1818,0,0,0,1021,0,0,1329,5377,617,2267,3784,0,0,8904,0,0,0,1345,720,0,0,0,1,1,1,1,1,1,2,1,1,1,248532,282832,544366,211292,858781,2964983,339550,309767,395690,1,1
HomeGoods,FL,393463,28.19575308,-82.39523618,"28.19575308,-82.39523618",0,10,2,0,,1043.041881,925.1587302,,,1852.2,1215,,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,333749,2761831,0,0,0,0,0,324534,125316,0,5,3545430,35018,0,0,5923,2350,0,0,0,0,0,0,0,0,8322,2041,361,348,0,0,0,0,0,0,1588,0,3,0,12076,0,0,0,0,0,0,0,0,0,976,0,0,0,0,0,0,0,0,374,0,0,0,0,0,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,1,3,1,1,2,204168,0,1516215,955846,810265,5692042,205392,422295,703338,1,1
HomeGoods,FL,374706,27.97878626,-81.96002689,"27.97878626,-81.96002689",0,3,6,5,,1042.815909,934.0232766,885.5330735,,1655.666667,1382.8,1462,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,3523013,0,0,0,0,0,261418,84820,0,6,3869251,67075,0,0,0,4881,4473,0,0,0,0,0,0,0,5187,0,3606,3936,2552,0,1435,4491,4116,0,0,0,0,1129,0,0,31,0,7,0,0,1719,3824,0,2214,4915,1356,0,1766,778,5228,2703,19,408,0,216,3116,0,0,0,0,1350,0,0,1617,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,0,555994,747139,467299,883699,3933290,0,0,559641,1,1
HomeGoods,FL,349056,28.64519247,-81.26554995,"28.64519247,-81.26554995",0,1,11,2,,1042.897764,991.1292508,602.9930889,,1594,1656.375,1185,0,3,0,0,0,1,1,0,3,1,0,0,1,0,0,1,0,0,2640942,250430,0,0,732743,0,0,103722,0,6,3727837,116084,0,0,0,10720,546,0,0,0,0,0,0,0,6153,22150,0,7579,9206,3892,2304,192,1795,0,0,0,0,0,0,0,923,0,0,0,2991,2200,12456,0,820,6920,97,0,0,0,517,3427,0,0,0,0,0,0,0,4719,541,9022,0,132,0,0,0,0,0,0,0,0,0,6767,14,0,0,1,2,4,2,2,0,2,1,0,466822,1264090,880424,1543152,3662075,0,706639,150855,1,1
HomeGoods,FL,348545,26.1436978,-80.31846758,"26.1436978,-80.31846758",0,11,4,0,,1079.010956,1024.09225,,,2373.272727,1996.75,,0,1,0,0,0,0,1,1,4,1,0,0,0,0,2,1,0,321452,3537720,355692,0,0,0,0,1128445,89861,0,9,5433170,120274,0,2584,0,13276,0,1997,992,0,4772,0,0,0,12571,26881,0,455,2344,0,0,312,0,0,0,0,0,0,0,0,7466,0,0,0,235,1558,16127,0,0,0,0,0,190,8267,0,7843,0,0,0,0,3845,0,0,5131,2305,0,0,0,1088,0,0,35,0,0,0,0,0,0,0,0,3,1,2,3,4,3,0,2,1,1569505,412182,1071067,1248292,3798019,5694409,0,1101906,548214,2,1
HomeGoods,FL,343936,25.98144866,-80.35700351,"25.98144866,-80.35700351",0,5,0,0,,1119.605616,,,,2733.8,,,0,0,0,0,0,0,0,1,6,0,1,0,0,1,1,1,1,440788,5854776,0,412301,0,0,1089807,628154,94528,263098,12,8783452,110731,0,6307,17846,4379,0,0,1917,0,0,0,0,0,34311,124,0,0,0,0,0,0,0,0,0,0,0,0,24475,1472,2334,0,0,1,0,0,3208,0,0,0,0,0,0,12722,0,0,0,0,0,0,0,0,0,1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,5,3,1,2,1,296563,512117,1419536,2280771,5601152,7094902,453034,737648,323604,1,1
HomeGoods,FL,342255,27.00886746,-82.13459966,"27.00886746,-82.13459966",0,0,1,4,,,991.2121212,551.1407143,,,1277,,0,5,0,4,0,0,0,1,1,0,0,0,1,0,1,0,0,244671,944952,0,0,0,770068,0,522458,0,0,4,2482149,60045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8012,1067,0,0,0,16358,0,0,3051,0,1426,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,713,0,4226,12787,1318,0,175,0,0,0,981,0,0,0,0,0,0,1817,7054,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,1,1,267525,359070,565021,501116,1474726,6217772,0,372532,376088,1,1
HomeGoods,FL,339994,26.04303387,-80.159139,"26.04303387,-80.159139",0,8,7,14,,1092.85934,905.3692478,684.750294,,2464.75,1767.8,1190.714286,0,8,0,3,0,0,1,1,5,0,0,0,1,0,1,0,0,383014,4879932,0,0,0,764185,0,286012,0,0,8,6313143,79444,0,0,0,0,1881,1151,3093,0,1838,0,1059,0,1556,1769,0,849,3004,126,254,1263,0,0,876,0,0,0,0,12,563,0,0,0,1266,4275,4496,0,9083,7247,0,0,2251,0,2508,1646,0,0,0,0,1142,0,0,2430,4032,10272,3610,3184,0,0,1272,0,0,1436,0,0,0,0,0,0,5,1,0,7,3,3,0,2,2,1688735,348749,0,2126430,3757915,6682921,0,611823,551874,0,0
HomeGoods,FL,339711,26.54326572,-81.87256439,"26.54326572,-81.87256439",0,4,20,0,,1077.175278,933.9434558,,,1622.5,1408.666667,,0,2,0,0,0,0,0,1,4,1,1,0,1,1,1,1,0,192245,3173713,327219,422594,0,489214,684502,257582,63611,0,11,5610680,89627,0,0,0,1025,2803,0,0,0,0,0,0,0,0,0,0,3230,7229,0,3840,5094,580,0,2340,0,0,203,0,0,814,0,0,0,0,1789,2133,0,849,8809,659,8430,3497,5560,4065,8234,0,0,0,0,0,0,0,6939,6474,737,388,0,252,1919,0,0,0,1738,0,0,0,0,0,0,1,1,1,1,1,3,0,2,1,336839,581000,743395,257980,1059460,5248172,0,701488,393505,2,1
HomeGoods,FL,339550,26.72503533,-80.09046643,"26.72503533,-80.09046643",3,13,29,22,923.0035602,1002.649596,952.6015494,812.7145658,3088,2369.545455,1914.066667,1323.444444,0,27,0,9,0,0,6,1,4,0,0,0,0,1,0,0,0,300961,3147841,0,0,0,0,886823,0,0,0,6,4335625,55168,0,0,0,0,0,0,0,0,0,0,4174,0,0,0,0,0,26,250,0,0,0,0,0,0,0,0,0,0,1616,3939,0,1552,0,3464,0,0,80,1905,0,0,813,51,0,1633,1807,0,0,0,0,0,0,5207,2310,5925,5817,6040,0,0,1584,1135,0,4111,1555,0,0,174,0,0,2,1,2,3,3,3,1,1,0,619808,282832,1027946,856946,2450483,5067860,395674,471527,0,2,1
