STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Tract_Population
12,86,19000,12086019000,190,Census Tract 190,G5020,S,2491273,91598,25.6786512,-80.4059756,5942
12,86,19100,12086019100,191,Census Tract 191,G5020,S,1869865,1086,25.6784107,-80.3953909,4914
12,11,42301,12011042301,423.01,Census Tract 423.01,G5020,S,2074323,251783,26.1070531,-80.1257198,3891
12,11,42302,12011042302,423.02,Census Tract 423.02,G5020,S,2114847,178139,26.0997001,-80.1317262,1237
12,11,43002,12011043002,430.02,Census Tract 430.02,G5020,S,2582896,0,26.0993418,-80.1934728,6980
12,11,50309,12011050309,503.09,Census Tract 503.09,G5020,S,599305,21380,26.192227,-80.2074463,2669
12,129,10207,12129010207,102.07,Census Tract 102.07,G5020,S,352866332,62650410,30.1498845,-84.1846095,4629
12,129,10208,12129010208,102.08,Census Tract 102.08,G5020,S,146413110,84186,30.2472809,-84.4268591,4895
12,129,10204,12129010204,102.04,Census Tract 102.04,G5020,S,16447104,0,30.1780575,-84.3756483,3959
12,129,10205,12129010205,102.05,Census Tract 102.05,G5020,S,85906282,7335315,30.1217252,-84.3297876,5568
12,129,10102,12129010102,101.02,Census Tract 101.02,G5020,S,212854629,36061127,30.0334602,-84.4593369,2907
12,129,10209,12129010209,102.09,Census Tract 102.09,G5020,S,117053876,498741,30.2609604,-84.3016441,4776
12,129,10206,12129010206,102.06,Census Tract 102.06,G5020,S,48091319,913,30.2366914,-84.2074787,3776
12,129,10101,12129010101,101.01,Census Tract 101.01,G5020,S,590983082,4112291,30.1749657,-84.5683665,2345
12,11,60609,12011060609,606.09,Census Tract 606.09,G5020,S,943915,0,26.1329793,-80.2748647,3579
12,11,60801,12011060801,608.01,Census Tract 608.01,G5020,S,2701259,0,26.1134971,-80.2101089,1557
12,11,70319,12011070319,703.19,Census Tract 703.19,G5020,S,1823536,390121,26.1274143,-80.394451,4195
12,9,71354,12009071354,713.54,Census Tract 713.54,G5020,S,678368485,17085398,28.0328793,-80.81605,5675
12,9,62402,12009062402,624.02,Census Tract 624.02,G5020,S,5882533,2843,28.3685732,-80.7686433,6530
12,9,62401,12009062401,624.01,Census Tract 624.01,G5020,S,6137868,332858,28.3827445,-80.7790023,1841
12,9,63109,12009063109,631.09,Census Tract 631.09,G5020,S,5335511,50514,28.2393391,-80.6931619,5459
12,9,62113,12009062113,621.13,Census Tract 621.13,G5020,S,19264260,276935,28.4119479,-80.7754527,6109
12,9,62112,12009062112,621.12,Census Tract 621.12,G5020,S,3290367,4341985,28.4163719,-80.752991,1271
12,9,62110,12009062110,621.1,Census Tract 621.10,G5020,S,10132467,100106,28.4416056,-80.8057154,3568
12,9,65024,12009065024,650.24,Census Tract 650.24,G5020,S,3784356,317341,28.0614425,-80.6623115,6934
12,9,71351,12009071351,713.51,Census Tract 713.51,G5020,S,2848359,0,28.0021905,-80.6543804,3201
12,9,71352,12009071352,713.52,Census Tract 713.52,G5020,S,2995325,45594,28.0089669,-80.6543383,3983
12,9,71342,12009071342,713.42,Census Tract 713.42,G5020,S,5701762,82856,27.9936346,-80.6527935,3591
12,9,71341,12009071341,713.41,Census Tract 713.41,G5020,S,9283830,61770,27.9784049,-80.6436966,5142
12,9,71345,12009071345,713.45,Census Tract 713.45,G5020,S,8304580,33817,27.9608382,-80.6507522,7243
12,9,65023,12009065023,650.23,Census Tract 650.23,G5020,S,3866346,68730,28.0469304,-80.6516877,3711
12,9,71205,12009071205,712.05,Census Tract 712.05,G5020,S,129790149,19529844,28.2887591,-80.7914416,5898
12,9,60105,12009060105,601.05,Census Tract 601.05,G5020,S,15705747,8559359,28.6913195,-80.8439989,2640
12,9,69905,12009069905,699.05,Census Tract 699.05,G5020,S,260924786,225506668,28.6082851,-80.6982314,0
12,9,71401,12009071401,714.01,Census Tract 714.01,G5020,S,2454710,5042198,28.5957455,-80.8047701,1341
12,11,70102,12011070102,701.02,Census Tract 701.02,G5020,S,3144003,89105,26.0562309,-80.2188388,1437
12,71,1920,12071001920,19.2,Census Tract 19.20,G5020,S,5918242,174494,26.5060555,-81.8868367,3134
12,71,1711,12071001711,17.11,Census Tract 17.11,G5020,S,1999735,98099,26.5411749,-81.9107866,2284
12,71,1205,12071001205,12.05,Census Tract 12.05,G5020,S,2040504,50459,26.602875,-81.8334297,2749
12,71,1204,12071001204,12.04,Census Tract 12.04,G5020,S,8600244,177572,26.620589,-81.8175931,2274
12,86,3918,12086003918,39.18,Census Tract 39.18,G5020,S,351891,733758,25.8506994,-80.1571488,2797
12,86,3917,12086003917,39.17,Census Tract 39.17,G5020,S,605701,421257,25.8459317,-80.1510075,5311
12,99,7759,12099007759,77.59,Census Tract 77.59,G5020,S,26821188,43888,26.6187629,-80.2577863,1425
12,99,6402,12099006402,64.02,Census Tract 64.02,G5020,S,1753196,450836,26.4342793,-80.0677787,4098
12,99,7764,12099007764,77.64,Census Tract 77.64,G5020,S,2499624,0,26.6209061,-80.1890546,1826
12,99,7813,12099007813,78.13,Census Tract 78.13,G5020,S,5413471,53471,26.6914941,-80.2075798,7809
12,86,4703,12086004703,47.03,Census Tract 47.03,G5020,S,2146442,50137,25.8144926,-80.2772588,5343
12,86,5002,12086005002,50.02,Census Tract 50.02,G5020,S,1055811,12486,25.7820171,-80.2478764,5518
12,99,8102,12099008102,81.02,Census Tract 81.02,G5020,S,2254130,27832,26.7220017,-80.678074,0
12,99,8201,12099008201,82.01,Census Tract 82.01,G5020,S,1173006,0,26.6867976,-80.6785674,5303
12,99,8202,12099008202,82.02,Census Tract 82.02,G5020,S,925852,0,26.6812553,-80.6755362,4125
12,99,8203,12099008203,82.03,Census Tract 82.03,G5020,S,47929650,0,26.6458764,-80.6366385,4702
12,99,408,12099000408,4.08,Census Tract 4.08,G5020,S,2996117,1129397,26.9205335,-80.0712689,3333
12,99,904,12099000904,9.04,Census Tract 9.04,G5020,S,4275958,290971,26.8301824,-80.1144241,4357
12,99,1700,12099001700,17,Census Tract 17,G5020,S,1742125,356195,26.7444973,-80.0535789,4581
12,35,60218,12035060218,602.18,Census Tract 602.18,G5020,S,11925778,11199,29.4863185,-81.242322,4905
12,35,60216,12035060216,602.16,Census Tract 602.16,G5020,S,11051967,54921,29.619183,-81.2702478,3981
12,35,60215,12035060215,602.15,Census Tract 602.15,G5020,S,13059818,81723,29.5845137,-81.2704965,3805
12,35,60219,12035060219,602.19,Census Tract 602.19,G5020,S,4654849,0,29.5660541,-81.2355904,5465
12,35,60217,12035060217,602.17,Census Tract 602.17,G5020,S,3340544,0,29.5104619,-81.2578711,3757
12,35,60220,12035060220,602.2,Census Tract 602.20,G5020,S,3675699,0,29.559141,-81.252247,3005
12,99,1916,12099001916,19.16,Census Tract 19.16,G5020,S,1757852,229463,26.7245523,-80.095425,3243
12,99,1917,12099001917,19.17,Census Tract 19.17,G5020,S,2665250,156098,26.7130986,-80.1014144,4749
12,99,2005,12099002005,20.05,Census Tract 20.05,G5020,S,2302206,54021,26.7108721,-80.0879982,5011
12,31,15924,12031015924,159.24,Census Tract 159.24,G5020,S,5720045,82406,30.2708678,-81.5853389,4908
12,81,304,12081000304,3.04,Census Tract 3.04,G5020,S,1455684,211714,27.4467995,-82.5676598,3142
12,31,17200,12031017200,172,Census Tract 172,G5020,S,3173841,461139,30.3303596,-81.6639688,2320
12,31,10402,12031010402,104.02,Census Tract 104.02,G5020,S,6798762,1413225,30.4183421,-81.6626237,4669
12,31,12704,12031012704,127.04,Census Tract 127.04,G5020,S,2997246,92762,30.2583233,-81.7775062,5556
12,31,13403,12031013403,134.03,Census Tract 134.03,G5020,S,2307110,532435,30.2587453,-81.7336814,3357
12,99,204,12099000204,2.04,Census Tract 2.04,G5020,S,3021201,0,26.9298713,-80.1182736,4225
12,81,305,12081000305,3.05,Census Tract 3.05,G5020,S,2984565,0,27.4378501,-82.5500584,6748
12,81,2010,12081002010,20.1,Census Tract 20.10,G5020,S,570490923,2073835,27.3240598,-82.1762969,3923
12,81,1402,12081001402,14.02,Census Tract 14.02,G5020,S,3897016,8222837,27.5328174,-82.6262069,1619
12,81,101,12081000101,1.01,Census Tract 1.01,G5020,S,1420896,1192808,27.4982458,-82.5726649,1556
12,81,403,12081000403,4.03,Census Tract 4.03,G5020,S,1837419,2834917,27.4812573,-82.6437554,1688
12,86,10201,12086010201,102.01,Census Tract 102.01,G5020,S,24555943,123878,25.5758115,-80.4388955,3951
12,99,210,12099000210,2.1,Census Tract 2.10,G5020,S,7927097,0,26.9457671,-80.1431423,7204
12,99,211,12099000211,2.11,Census Tract 2.11,G5020,S,4742022,1043259,26.9547079,-80.1260667,3915
12,99,702,12099000702,7.02,Census Tract 7.02,G5020,S,1545739,216025,26.8152823,-80.065489,3347
12,99,902,12099000902,9.02,Census Tract 9.02,G5020,S,2233936,60272,26.8273793,-80.0960888,2983
12,99,903,12099000903,9.03,Census Tract 9.03,G5020,S,2947262,135400,26.8140487,-80.095988,5885
12,11,110328,12011110328,1103.28,Census Tract 1103.28,G5020,S,3480096,474203,26.0179638,-80.3189148,5924
12,11,110327,12011110327,1103.27,Census Tract 1103.27,G5020,S,6614007,0,26.0248696,-80.3356323,5658
12,11,110330,12011110330,1103.3,Census Tract 1103.30,G5020,S,1929375,297209,25.9986411,-80.3702776,3754
12,81,103,12081000103,1.03,Census Tract 1.03,G5020,S,1961076,0,27.4844713,-82.5691948,4078
12,11,110332,12011110332,1103.32,Census Tract 1103.32,G5020,S,3790670,0,26.0004843,-80.3510439,5541
12,11,50501,12011050501,505.01,Census Tract 505.01,G5020,S,1698672,0,26.1849819,-80.1431765,3394
12,11,50502,12011050502,505.02,Census Tract 505.02,G5020,S,1707577,0,26.1922673,-80.1422961,5096
12,11,60124,12011060124,601.24,Census Tract 601.24,G5020,S,1467500,0,26.1759867,-80.2297525,5375
12,11,60128,12011060128,601.28,Census Tract 601.28,G5020,S,1239822,68234,26.1970082,-80.2282458,6355
12,11,60125,12011060125,601.25,Census Tract 601.25,G5020,S,1245610,69669,26.172424,-80.248229,2079
12,81,406,12081000406,4.06,Census Tract 4.06,G5020,S,3339077,30448,27.4721472,-82.611134,4411
12,81,407,12081000407,4.07,Census Tract 4.07,G5020,S,3078683,0,27.4873343,-82.6283121,4642
12,81,1701,12081001701,17.01,Census Tract 17.01,G5020,S,2195225,6458143,27.4803056,-82.7017904,1491
12,81,405,12081000405,4.05,Census Tract 4.05,G5020,S,2628648,6239,27.4885633,-82.6142293,3475
12,81,503,12081000503,5.03,Census Tract 5.03,G5020,S,1941298,6195,27.4783626,-82.5986237,4405
12,81,504,12081000504,5.04,Census Tract 5.04,G5020,S,2033166,0,27.4690943,-82.5939764,3461
12,11,60126,12011060126,601.26,Census Tract 601.26,G5020,S,2562243,34735,26.186265,-80.2441722,5403
12,81,501,12081000501,5.01,Census Tract 5.01,G5020,S,1964416,0,27.4901903,-82.5957303,3058
12,86,3906,12086003906,39.06,Census Tract 39.06,G5020,S,2265863,6042189,25.8414498,-80.1322038,3144
12,11,91701,12011091701,917.01,Census Tract 917.01,G5020,S,1531362,0,26.0065111,-80.1984763,4485
12,11,100201,12011100201,1002.01,Census Tract 1002.01,G5020,S,749122,0,25.9911948,-80.1455269,1824
12,11,990000,12011990000,9900,Census Tract 9900,G5020,S,0,200357810,26.1492271,-80.0682287,0
12,11,10407,12011010407,104.07,Census Tract 104.07,G5020,S,3088584,413885,26.2977186,-80.1400706,5362
12,11,20104,12011020104,201.04,Census Tract 201.04,G5020,S,2073942,0,26.2509514,-80.1932792,3135
12,86,4000,12086004000,40,Census Tract 40,G5020,S,2705440,4659029,25.8105959,-80.1488517,4998
12,86,5600,12086005600,56,Census Tract 56,G5020,S,1313019,0,25.7680433,-80.2634738,4954
12,86,5701,12086005701,57.01,Census Tract 57.01,G5020,S,1359200,67406,25.7732667,-80.2967531,7616
12,61,50702,12061050702,507.02,Census Tract 507.02,G5020,S,7615088,0,27.6207073,-80.4327446,5306
12,61,50603,12061050603,506.03,Census Tract 506.03,G5020,S,8077391,0,27.5976,-80.3972377,5796
12,99,7814,12099007814,78.14,Census Tract 78.14,G5020,S,3584528,122232,26.8313896,-80.1582482,2458
12,99,5944,12099005944,59.44,Census Tract 59.44,G5020,S,669615,0,26.4432643,-80.142263,2663
12,99,7820,12099007820,78.2,Census Tract 78.20,G5020,S,5282087,0,26.750907,-80.223282,2925
12,99,5943,12099005943,59.43,Census Tract 59.43,G5020,S,635638,0,26.4422972,-80.1346775,2325
12,99,5942,12099005942,59.42,Census Tract 59.42,G5020,S,2719594,0,26.4316302,-80.1383337,2849
12,99,7206,12099007206,72.06,Census Tract 72.06,G5020,S,1761896,6301,26.4183109,-80.0858562,2562
12,99,7207,12099007207,72.07,Census Tract 72.07,G5020,S,1502333,0,26.4015874,-80.0876768,2293
12,99,5961,12099005961,59.61,Census Tract 59.61,G5020,S,1998210,0,26.5811744,-80.1514594,2774
12,99,7831,12099007831,78.31,Census Tract 78.31,G5020,S,11772894,0,26.7860197,-80.1401178,3217
12,99,7832,12099007832,78.32,Census Tract 78.32,G5020,S,2907692,17471,26.7026592,-80.1543638,2852
12,99,7844,12099007844,78.44,Census Tract 78.44,G5020,S,13670615,716268,26.7140793,-80.2522225,4432
12,99,7919,12099007919,79.19,Census Tract 79.19,G5020,S,11151812,0,26.7960331,-80.2453042,5815
12,99,7767,12099007767,77.67,Census Tract 77.67,G5020,S,1055326,0,26.3381327,-80.1997728,3979
12,9,65130,12009065130,651.3,Census Tract 651.30,G5020,S,2927780,1093,28.0234993,-80.6298656,3485
12,9,65126,12009065126,651.26,Census Tract 651.26,G5020,S,1527237,0,28.0422464,-80.6332771,3075
12,99,7833,12099007833,78.33,Census Tract 78.33,G5020,S,6310100,115717,26.6953643,-80.1722125,6170
12,99,7834,12099007834,78.34,Census Tract 78.34,G5020,S,4672066,0,26.8725745,-80.1429441,1368
12,99,1913,12099001913,19.13,Census Tract 19.13,G5020,S,829732,137166,26.7109756,-80.1309813,2439
12,99,3600,12099003600,36,Census Tract 36,G5020,S,2958411,820610,26.6562155,-80.050583,5307
12,99,5815,12099005815,58.15,Census Tract 58.15,G5020,S,2689143,0,26.5782101,-80.1038937,5138
12,99,7010,12099007010,70.1,Census Tract 70.10,G5020,S,3089041,17041,26.3831679,-80.1676878,2025
12,99,102,12099000102,1.02,Census Tract 1.02,G5020,S,2888113,2101648,26.9576173,-80.0812208,2956
12,99,208,12099000208,2.08,Census Tract 2.08,G5020,S,3949677,0,26.8614593,-80.1003196,4736
12,99,213,12099000213,2.13,Census Tract 2.13,G5020,S,3646747,105003,26.9239938,-80.1387189,2797
12,86,1003,12086001003,10.03,Census Tract 10.03,G5020,S,2002643,0,25.8523535,-80.2351227,6124
12,86,5202,12086005202,52.02,Census Tract 52.02,G5020,S,482216,13473,25.7770397,-80.2105202,6346
12,81,1204,12081001204,12.04,Census Tract 12.04,G5020,S,12501850,14878238,27.5025318,-82.6653412,6210
12,81,1300,12081001300,13,Census Tract 13,G5020,S,3306480,4336939,27.5146233,-82.587256,4481
12,103,27212,12103027212,272.12,Census Tract 272.12,G5020,S,1765082,17162,28.112864,-82.7410018,3124
12,103,27108,12103027108,271.08,Census Tract 271.08,G5020,S,1427597,956967,28.0162733,-82.7892649,2457
12,81,805,12081000805,8.05,Census Tract 8.05,G5020,S,17363834,101614,27.4195806,-82.5288643,6908
12,95,17810,12095017810,178.1,Census Tract 178.10,G5020,S,9726917,686734,28.6778048,-81.5360106,4875
12,95,16735,12095016735,167.35,Census Tract 167.35,G5020,S,9522618,2030146,28.4288998,-81.2374706,9446
12,95,17113,12095017113,171.13,Census Tract 171.13,G5020,S,35144686,3879150,28.4794167,-81.6315732,13867
12,95,17401,12095017401,174.01,Census Tract 174.01,G5020,S,8359020,2971228,28.5858838,-81.5734757,6825
12,95,17505,12095017505,175.05,Census Tract 175.05,G5020,S,6450551,223267,28.6519003,-81.5238895,4334
12,95,17506,12095017506,175.06,Census Tract 175.06,G5020,S,22503768,978939,28.6326673,-81.5316228,11902
12,95,16603,12095016603,166.03,Census Tract 166.03,G5020,S,44586789,511394,28.558862,-81.0744634,8317
12,95,18204,12095018204,182.04,Census Tract 182.04,G5020,S,1438225,178422,28.5579465,-81.3211832,1661
12,95,16512,12095016512,165.12,Census Tract 165.12,G5020,S,2247955,0,28.5733268,-81.2009595,4260
12,95,16738,12095016738,167.38,Census Tract 167.38,G5020,S,2235576,97738,28.554548,-81.2814823,4505
12,95,16745,12095016745,167.45,Census Tract 167.45,G5020,S,5173189,0,28.552673,-81.1510212,4869
12,95,14706,12095014706,147.06,Census Tract 147.06,G5020,S,2503277,1061135,28.5123034,-81.479202,4969
12,95,14705,12095014705,147.05,Census Tract 147.05,G5020,S,1752581,343004,28.508933,-81.4672434,8711
12,95,16739,12095016739,167.39,Census Tract 167.39,G5020,S,2023591,0,28.5589035,-81.2732556,5204
12,95,15204,12095015204,152.04,Census Tract 152.04,G5020,S,2484265,390556,28.6271579,-81.4083163,5824
12,95,19000,12095019000,190,Census Tract 190,G5020,S,3382812,944512,28.5962051,-81.3744529,3814
12,95,13513,12095013513,135.13,Census Tract 135.13,G5020,S,1359741,276224,28.5028331,-81.3030827,4491
12,95,16812,12095016812,168.12,Census Tract 168.12,G5020,S,3008685,0,28.36006,-81.3576678,6127
12,95,16810,12095016810,168.1,Census Tract 168.10,G5020,S,12837697,0,28.3794972,-81.3353651,8845
12,95,16809,12095016809,168.09,Census Tract 168.09,G5020,S,4886238,0,28.3826029,-81.3673305,8500
12,95,17023,12095017023,170.23,Census Tract 170.23,G5020,S,3573745,995872,28.3648383,-81.5009406,1107
12,95,16747,12095016747,167.47,Census Tract 167.47,G5020,S,4851886,232432,28.5288932,-81.1814156,4938
12,95,17402,12095017402,174.02,Census Tract 174.02,G5020,S,6623440,0,28.5570069,-81.56993,5429
12,95,17120,12095017120,171.2,Census Tract 171.20,G5020,S,8387695,919268,28.5159386,-81.5681542,6429
12,95,17019,12095017019,170.19,Census Tract 170.19,G5020,S,1745693,49336,28.4033628,-81.4119927,5465
12,95,17115,12095017115,171.15,Census Tract 171.15,G5020,S,9415259,8164843,28.4726742,-81.5474843,3525
12,95,17112,12095017112,171.12,Census Tract 171.12,G5020,S,12115734,2306991,28.4528251,-81.5762646,17182
12,95,18201,12095018201,182.01,Census Tract 182.01,G5020,S,1771349,326052,28.5708919,-81.3297848,4369
12,95,17116,12095017116,171.16,Census Tract 171.16,G5020,S,11806196,7417719,28.5268686,-81.627208,6343
12,95,17118,12095017118,171.18,Census Tract 171.18,G5020,S,6753641,109979,28.5333194,-81.578049,5555
12,81,901,12081000901,9.01,Census Tract 9.01,G5020,S,3692271,1537586,27.4161096,-82.5723354,6160
12,81,902,12081000902,9.02,Census Tract 9.02,G5020,S,9880020,4132973,27.3983776,-82.5526318,5953
12,81,703,12081000703,7.03,Census Tract 7.03,G5020,S,3678030,1684615,27.4934467,-82.551983,3664
12,81,601,12081000601,6.01,Census Tract 6.01,G5020,S,1315054,8294,27.489888,-82.5819701,3135
12,81,804,12081000804,8.04,Census Tract 8.04,G5020,S,7073015,607263,27.4540931,-82.4985585,3476
12,86,8415,12086008415,84.15,Census Tract 84.15,G5020,S,4065171,28084,25.6552257,-80.3594814,4883
12,86,8502,12086008502,85.02,Census Tract 85.02,G5020,S,2512722,54791,25.7071776,-80.3378522,4435
12,86,8601,12086008601,86.01,Census Tract 86.01,G5020,S,2774355,0,25.7170449,-80.3549459,5208
12,87,972000,12087972000,9720,Census Tract 9720,G5020,S,3048451,4308956,24.554673,-81.7643195,3823
12,87,971002,12087971002,9710.02,Census Tract 9710.02,G5020,S,10222865,88735502,24.8157038,-80.8268125,1494
12,95,13702,12095013702,137.02,Census Tract 137.02,G5020,S,1970300,66129,28.5204988,-81.3425952,5557
12,95,18300,12095018300,183,Census Tract 183,G5020,S,5221390,279545,28.5461435,-81.4178715,2455
12,95,16511,12095016511,165.11,Census Tract 165.11,G5020,S,3100717,135357,28.5777572,-81.2192509,4405
12,9,65127,12009065127,651.27,Census Tract 651.27,G5020,S,2372397,0,28.0444023,-80.6187673,3828
12,9,71350,12009071350,713.5,Census Tract 713.50,G5020,S,7718925,19739,28.0124093,-80.7211618,4556
12,9,71202,12009071202,712.02,Census Tract 712.02,G5020,S,21483033,365985,28.4435034,-80.843624,1634
12,9,71344,12009071344,713.44,Census Tract 713.44,G5020,S,7733450,37318,28.0209469,-80.6797853,4687
12,9,71203,12009071203,712.03,Census Tract 712.03,G5020,S,8240265,0,28.4727647,-80.8352463,3202
12,9,65240,12009065240,652.4,Census Tract 652.40,G5020,S,2399448,1950923,27.886466,-80.505304,2111
12,9,65237,12009065237,652.37,Census Tract 652.37,G5020,S,2575339,4644,27.8900571,-80.5292347,3139
12,9,64701,12009064701,647.01,Census Tract 647.01,G5020,S,2864207,0,28.0820678,-80.6336818,2638
12,9,60201,12009060201,602.01,Census Tract 602.01,G5020,S,5020730,0,28.6512412,-80.8716929,2546
12,9,63108,12009063108,631.08,Census Tract 631.08,G5020,S,6265650,199079,28.2531731,-80.7049927,5392
12,9,71201,12009071201,712.01,Census Tract 712.01,G5020,S,32681281,86516,28.2404323,-80.7817344,7360
12,9,62115,12009062115,621.15,Census Tract 621.15,G5020,S,9044819,0,28.3956841,-80.8032482,2192
12,9,71349,12009071349,713.49,Census Tract 713.49,G5020,S,2557419,7849,28.0266485,-80.724782,4787
12,9,68603,12009068603,686.03,Census Tract 686.03,G5020,S,433411,0,28.3938295,-80.6012389,2118
12,9,62114,12009062114,621.14,Census Tract 621.14,G5020,S,3307586,3946899,28.4435977,-80.7613996,1814
12,9,68604,12009068604,686.04,Census Tract 686.04,G5020,S,2786035,1442429,28.4039749,-80.6010859,2131
12,9,60106,12009060106,601.06,Census Tract 601.06,G5020,S,25128266,7921499,28.7409523,-80.8465755,1527
12,9,71348,12009071348,713.48,Census Tract 713.48,G5020,S,40666087,0,27.9486385,-80.6969485,8121
12,9,71204,12009071204,712.04,Census Tract 712.04,G5020,S,9746772,20877,28.3926801,-80.849217,122
12,81,1202,12081001202,12.02,Census Tract 12.02,G5020,S,3568170,2492028,27.5025547,-82.6023308,4090
12,81,1203,12081001203,12.03,Census Tract 12.03,G5020,S,3564925,2081045,27.5105484,-82.6296117,4175
12,95,17108,12095017108,171.08,Census Tract 171.08,G5020,S,18596515,6414355,28.4056815,-81.5164371,9760
12,95,16733,12095016733,167.33,Census Tract 167.33,G5020,S,3022287,10382,28.4756444,-81.2764039,6155
12,95,17200,12095017200,172,Census Tract 172,G5020,S,7219471,2889303,28.55794,-81.629855,4459
12,9,64201,12009064201,642.01,Census Tract 642.01,G5020,S,2719082,3340850,28.1166945,-80.6212083,2329
12,9,61202,12009061202,612.02,Census Tract 612.02,G5020,S,33704399,8555497,28.5137287,-80.8002689,3313
12,9,61001,12009061001,610.01,Census Tract 610.01,G5020,S,3869275,0,28.5781845,-80.8115675,5420
12,9,61002,12009061002,610.02,Census Tract 610.02,G5020,S,2112236,0,28.5625844,-80.8141652,3270
12,45,960101,12045960101,9601.01,Census Tract 9601.01,G5020,S,159195856,17982578,30.1066572,-85.1570723,2739
12,45,960102,12045960102,9601.02,Census Tract 9601.02,G5020,S,564416473,1457793,30.0601182,-85.2852981,3641
12,45,960302,12045960302,9603.02,Census Tract 9603.02,G5020,S,112227686,114616265,29.72464,-85.3306283,3470
12,45,960301,12045960301,9603.01,Census Tract 9603.01,G5020,S,458288449,19734174,29.8587172,-85.147521,1680
12,73,1804,12073001804,18.04,Census Tract 18.04,G5020,S,15166826,429975,30.3892054,-84.2680061,5247
12,73,2517,12073002517,25.17,Census Tract 25.17,G5020,S,14780533,1187062,30.425327,-84.1515811,3174
12,73,2516,12073002516,25.16,Census Tract 25.16,G5020,S,10990644,321472,30.4168341,-84.1697475,3445
12,73,2105,12073002105,21.05,Census Tract 21.05,G5020,S,2130518,3003,30.458324,-84.3327144,4018
12,73,2106,12073002106,21.06,Census Tract 21.06,G5020,S,1091958,8114,30.4515522,-84.3293785,3999
12,73,906,12073000906,9.06,Census Tract 9.06,G5020,S,3027314,36032,30.4663776,-84.2474198,2879
12,73,907,12073000907,9.07,Census Tract 9.07,G5020,S,5171028,25602,30.456234,-84.2446361,4896
12,73,2008,12073002008,20.08,Census Tract 20.08,G5020,S,1175643,2805,30.4447913,-84.3255327,2915
12,73,1702,12073001702,17.02,Census Tract 17.02,G5020,S,6206191,72593,30.4828109,-84.2549174,4907
12,73,1701,12073001701,17.01,Census Tract 17.01,G5020,S,5263048,20679,30.4865839,-84.2659002,2456
12,73,2514,12073002514,25.14,Census Tract 25.14,G5020,S,45692884,983151,30.5240223,-84.1466613,3283
12,9,62109,12009062109,621.09,Census Tract 621.09,G5020,S,11169447,0,28.4536614,-80.7850991,4502
12,95,13201,12095013201,132.01,Census Tract 132.01,G5020,S,2829031,26907,28.5506755,-81.3039779,4480
12,95,13606,12095013606,136.06,Census Tract 136.06,G5020,S,7424267,497216,28.4552715,-81.3183168,4266
12,95,16907,12095016907,169.07,Census Tract 169.07,G5020,S,1702367,0,28.478845,-81.4031795,6792
12,95,18000,12095018000,180,Census Tract 180,G5020,S,2208482,239416,28.6066505,-81.3792679,3291
12,95,13701,12095013701,137.01,Census Tract 137.01,G5020,S,1330379,24207,28.5154966,-81.3443779,5094
12,9,990000,12009990000,9900,Census Tract 9900,G5020,S,0,633328078,28.3327256,-80.545416,0
12,86,5902,12086005902,59.02,Census Tract 59.02,G5020,S,1322654,36236,25.7588133,-80.3129491,3838
12,95,13202,12095013202,132.02,Census Tract 132.02,G5020,S,3763691,56949,28.5565687,-81.2923594,6812
12,9,62108,12009062108,621.08,Census Tract 621.08,G5020,S,5113912,0,28.4802703,-80.7931936,7667
12,9,62301,12009062301,623.01,Census Tract 623.01,G5020,S,2682011,14427,28.3668822,-80.745015,3532
12,9,63105,12009063105,631.05,Census Tract 631.05,G5020,S,5981358,0,28.3162072,-80.7328158,9741
12,9,71337,12009071337,713.37,Census Tract 713.37,G5020,S,7619270,41364,28.0255543,-80.7048637,7980
12,86,9010,12086009010,90.1,Census Tract 90.10,G5020,S,20215485,1589297,25.7930196,-80.3560623,6615
12,95,13406,12095013406,134.06,Census Tract 134.06,G5020,S,1360755,16372,28.5277025,-81.304243,3684
12,95,13510,12095013510,135.1,Census Tract 135.10,G5020,S,432994,23024,28.5140375,-81.3071075,2327
12,95,13512,12095013512,135.12,Census Tract 135.12,G5020,S,1712754,12358,28.4902632,-81.3048157,5231
12,9,62106,12009062106,621.06,Census Tract 621.06,G5020,S,3720130,4253498,28.4795584,-80.769233,3017
12,9,63106,12009063106,631.06,Census Tract 631.06,G5020,S,3203359,82791,28.2506264,-80.7229214,5546
12,9,64126,12009064126,641.26,Census Tract 641.26,G5020,S,7247104,6712,28.1614974,-80.6944725,3917
12,9,64124,12009064124,641.24,Census Tract 641.24,G5020,S,5175201,0,28.1672261,-80.6602769,4735
12,95,14608,12095014608,146.08,Census Tract 146.08,G5020,S,2246014,195124,28.5210395,-81.4477315,4794
12,95,14609,12095014609,146.09,Census Tract 146.09,G5020,S,2642566,0,28.5112539,-81.4496945,5915
12,95,14908,12095014908,149.08,Census Tract 149.08,G5020,S,3118081,0,28.5680345,-81.4836331,8194
12,95,14909,12095014909,149.09,Census Tract 149.09,G5020,S,1815924,287477,28.5682028,-81.4962684,3886
12,9,65124,12009065124,651.24,Census Tract 651.24,G5020,S,3239670,0,28.0572895,-80.6106228,2359
12,86,3911,12086003911,39.11,Census Tract 39.11,G5020,S,315855,0,25.8649896,-80.1235992,4842
