Rank,Name,Store ID,Total Visits,lat,lng
2,"T.J. Maxx / 3500 Ross Clark Cir, Dothan, AL, United States",27,710596,31.2460136,-85.424775
3,"T.J. Maxx / 1646 Montgomery Hwy, Hoover, AL, United States",242,676723,33.39335053,-86.80787109
4,"T.J. Maxx / 2185 Tigertown Parkway, Opelika, AL, United States",662,672003,32.61772288,-85.40596121
5,"T.J. Maxx / 316 E Meighan Blvd, Gadsden, AL, United States",465,595703,34.01266801,-85.98970988
6,"T.J. Maxx / McFarland Boulevard East, Tuscaloosa, Alabama, United States",649,585935,33.18497378,-87.52800996
7,"T.J. Maxx / 832 Christopher Circle, Albertville, Alabama, United States",1446,550241,34.27934442,-86.20673902
8,"T.J. Maxx / 2748 Legends Pkwy, Prattville, AL, United States",1079,548695,32.45711144,-86.3968484
9,"T.J. Maxx / 1648 Gadsden Hwy, Birmingham, AL, United States",45,531727,33.60483555,-86.63828671
10,"T.J. Maxx / 300 Oxford Exchange Blvd, Oxford, AL, United States",1045,531480,33.60837815,-85.78320548
11,"T.J. Maxx / 320 S Colonial Dr, Alabaster, AL, United States",1074,524758,33.22367944,-86.80391794
12,"T.J. Maxx / 1908 Marktplatz Center, SW, Cullman, AL, United States",1149,522109,34.15084311,-86.83897821
13,"T.J. Maxx / 975 Airport Rd SW Ste 22A, Huntsville, AL, United States",705,520098,34.68981044,-86.57808509
14,"T.J. Maxx / 2751 Eastern Blvd, Montgomery, AL, United States",243,510554,32.34508806,-86.22138895
15,"T.J. Maxx / 655 Fieldstown Rd S150, Gardendale, AL, United States",209,489876,33.64939863,-86.823636
16,"T.J. Maxx / 7696 Hwy 72 W NW, Madison, AL, United States",279,485713,34.75703117,-86.73690152
17,"T.J. Maxx / 6850 US Highway 90, Daphne, AL, United States",817,471157,30.65283447,-87.90662753
18,"T.J. Maxx / 616 Boll Weevil Circle, Enterprise, AL, United States",1396,469954,31.3179396,-85.82869189
19,"T.J. Maxx / 2601 South McKenzie St., Foley, AL, United States",1166,458653,30.37584144,-87.67847689
20,"T.J. Maxx / 606 Highway 78 E, Jasper, AL, United States",1366,456588,33.84977072,-87.26907566
21,"T.J. Maxx / Cahaba Beach Road, Hoover, Alabama, United States",466,422139,33.4218513,-86.69223753
22,"T.J. Maxx / 3940 Airport Blvd, Mobile, AL, United States",267,365909,30.67742241,-88.14683993
23,"T.J. Maxx / 1307 US Hwy 231, Troy, AL, United States",1595,347167,31.77784479,-85.9452729
24,"T.J. Maxx / 4917 Promenade Pkwy, Bessemer, AL, United States",1471,314216,33.33548414,-86.99132475
25,"T.J. Maxx / 145 Mcs Blvd, Sylacauga, AL, United States",1524,296829,33.17396136,-86.28282353
1,"T.J. Maxx / 13580 SW 120th St, Miami, FL, United States",1101,1134979,25.65297847,-80.41389258
2,"T.J. Maxx / 1009 NW 76th Blvd, Gainesville, FL, United States",603,827305,29.6620785,-82.42281801
3,"T.J. Maxx / 6625 North Davis Highway, Florida, United States",330,817421,30.49295275,-87.22688285
4,"T.J. Maxx / 6330 Lantana Rd, Lake Worth, FL, United States",1103,802937,26.58756608,-80.14509673
5,"T.J. Maxx / 391 N Alafaya Trl, Orlando, FL, United States",20,768982,28.55369117,-81.19964538
6,"T.J. Maxx / 12801 W Sunrise Blvd, Sunrise, FL, United States",98,697556,26.15151895,-80.32182243
7,"T.J. Maxx / 3899 W Lake Mary Blvd, Lake Mary, FL, United States",1100,673708,28.75430353,-81.34597083
8,"T.J. Maxx / 450 Venice Byp N, Venice, FL, United States",746,659108,27.107679,-82.43585655
9,"T.J. Maxx / 3425 Thomasville Rd Unit 18, Tallahassee, FL, United States",711,629904,30.50322099,-84.24983703
10,"T.J. Maxx / 2541 Countryside Blvd Ste 2, Clearwater, FL, United States",235,625093,28.01355971,-82.73333397
11,"T.J. Maxx / 8546 SW 24th St, Miami, FL, United States",424,596128,25.74593131,-80.33410972
12,"T.J. Maxx / 3812 W Hillsboro Blvd, Deerfield Beach, FL, United States",710,592478,26.31583737,-80.15573678
13,"T.J. Maxx / 499 W 49th St, Hialeah, FL, United States",593,584261,25.86853738,-80.29271011
14,"T.J. Maxx / 7701 I Dr ML King St N, Saint Petersburg, FL, United States",582,528605,27.84696052,-82.64561699
15,"T.J. Maxx / 4731 Highway 90, Pace, FL, United States",1129,505569,30.60089884,-87.12569893
16,"T.J. Maxx / 417B Mary Esther Blvd, Fort Walton Beach, FL, United States",47,502766,30.42708329,-86.64275731
17,"T.J. Maxx / 4023 US Highway 98 N, Lakeland, FL, United States",1305,501134,28.09361164,-81.97052271
18,"T.J. Maxx / 523 West 23rd Street, Panama City, FL, United States",564,488801,30.18750453,-85.66889004
19,"T.J. Maxx / 2605 NE 10 Court, Homestead, FL, United States",1531,487096,25.48055461,-80.44006876
20,"T.J. Maxx / 2701 SW College Rd, Ste 800, Ocala, FL, United States",645,486906,29.1655025,-82.17087219
21,"T.J. Maxx / 2520 W Brandon Blvd, Brandon, FL, United States",641,483380,27.94218865,-82.32392391
22,"T.J. Maxx / 5018 Airport Pulling Rd N, Naples, FL, United States",84,474058,26.20787927,-81.76659535
23,"T.J. Maxx / I 95, West Palm Beach, Florida, United States",1387,471527,26.72314373,-80.09031477
24,"T.J. Maxx / 11824 Atlantic Blvd Ste 100, Jacksonville, FL, United States",272,468333,30.31812252,-81.49467181
25,"T.J. Maxx / 7191 Cypress Lake Dr, Fort Myers, FL, United States",33,462091,26.54322828,-81.87297893
26,"T.J. Maxx / 800 Cypress Gardens Blvd, Winter Haven, FL, United States",1410,452901,28.00274354,-81.71699889
27,"T.J. Maxx / 7191 Seminole Blvd, Seminole, FL, United States",259,447977,27.83769786,-82.78558611
28,"T.J. Maxx / 2551 W Osceola Pkwy, Kissimmee, FL, United States",1167,440521,28.34259836,-81.43024952
29,"T.J. Maxx / 1650 NE Miami Gardens Dr, North Miami Beach, FL, United States",1037,437395,25.94449895,-80.16804489
30,"T.J. Maxx / 120 S Courtenay Pkwy, Merritt Island, FL, United States",199,436561,28.35488355,-80.69962881
31,"T.J. Maxx / 2675 E Gulf To Lake Hwy, Inverness, FL, United States",1066,436022,28.85592895,-82.38808677
32,"T.J. Maxx / 3718 Henderson Blvd, Tampa, FL, United States",1445,433619,27.9343907,-82.5041293
33,"T.J. Maxx / 2615 S Woodland Blvd, DeLand, FL, United States",755,433588,28.98319412,-81.2970863
34,"T.J. Maxx / 1730 S Bearing St., Dania Beach, FL, United States",1547,432420,26.05054556,-80.1584286
35,"T.J. Maxx / 15740 N Dale Mabry Hwy, Tampa, FL, United States",290,426394,28.09657182,-82.50415771
36,"T.J. Maxx / 8219 Cooper Creek Blvd, University Park, FL, United States",1522,425778,27.3912488,-82.45129698
37,"T.J. Maxx / 8014 Mediterranean Dr, Estero, FL, United States",1039,424396,26.4087816,-81.80781382
38,"T.J. Maxx / 6035 Wesley Grove Blvd, Wesley Chapel, FL, United States",1102,422295,28.24525552,-82.3519224
39,"T.J. Maxx / 2377 SE Federal Hwy, Stuart, FL, United States",719,420282,27.17634489,-80.23343587
40,"T.J. Maxx / 320 S State Rd 7, West Palm Beach, FL, United States",829,420064,26.67048683,-80.20063747
41,"T.J. Maxx / 11030 Pines Blvd, Pembroke Pines, FL, United States",37,417530,26.00591221,-80.29370672
42,"T.J. Maxx / 11111-16 San Jose Blvd, Jacksonville, FL, United States",647,414246,30.17392564,-81.62531711
43,"T.J. Maxx / 10864 SW Village Pkwy, Port Saint Lucie, FL, United States",1087,412044,27.26705026,-80.42612145
44,"T.J. Maxx / 3700 S Tuttle Ave, Sarasota, FL, United States",714,407702,27.30044557,-82.51561173
45,"T.J. Maxx / 1115 Vidina Pl S-185, Oviedo, FL, United States",802,407213,28.65402248,-81.23824259
46,"T.J. Maxx / 2040 S University Dr, Davie, FL, United States",269,404350,26.09446672,-80.24687382
47,"T.J. Maxx / 3219 Rolling Oaks Blvd, Kissimmee, FL, United States",1331,403661,28.3437306,-81.61100861
48,"T.J. Maxx / 3240 N Roosevelt Blvd, Key West, FL, United States",1415,398704,24.56895824,-81.76467933
49,"T.J. Maxx / 1115 Cornerstone Blvd S, Daytona Beach, FL, United States",26,394250,29.21491333,-81.09462894
50,"T.J. Maxx / 40968 US 19 North, Tarpon Springs, FL, United States",1029,393258,28.14520774,-82.74282158
51,"T.J. Maxx / 8903 Glades Rd, Boca Raton, FL, United States",391,388285,26.36939616,-80.18476253
52,"T.J. Maxx / 463899 State Road 200, Yulee, FL, United States",1270,384661,30.62725796,-81.54318296
53,"T.J. Maxx / 18059 Tamiami Trl, North Port, FL, United States",1313,372532,27.03686694,-82.21180891
54,"T.J. Maxx / US-301, Ellenton, FL, United States",1297,361127,27.53392359,-82.5001003
55,"T.J. Maxx / 3809 NE 163rd St, North Miami Beach, FL, United States",377,358812,25.93157044,-80.13307806
56,"T.J. Maxx / 7250 NW 104th Ave, Miami, FL, United States",1443,358548,25.84220634,-80.36722567
57,"T.J. Maxx / 10001 W Flagler St, Miami, FL, United States",1380,357749,25.77152352,-80.3586794
58,"T.J. Maxx / 2314 Remi Dr, Melbourne, FL, United States",417,350150,28.23810502,-80.72728213
59,"T.J. Maxx / 5295 International Dr, Ste 500, Orlando, FL, United States",155,345585,28.46601142,-81.45315319
60,"T.J. Maxx / 1200 N University Dr, Coral Springs, FL, United States",322,344990,26.24607539,-80.25473906
61,"T.J. Maxx / 1502 Del Prado Blvd S, Cape Coral, FL, United States",197,342542,26.62472624,-81.94223871
62,"T.J. Maxx / 2105 66th St N, St. Petersburg, FL, United States",745,339013,27.78777098,-82.72691369
63,"T.J. Maxx / 8765 SW 136th St, Miami, FL, United States",291,337427,25.64533932,-80.33584156
64,"T.J. Maxx / 6001 Argyle Forest Blvd, Jacksonville, FL, United States",598,335570,30.19218922,-81.74298135
65,"T.J. Maxx / 7555 Hillsborough Ave, Tampa, FL, United States",289,335513,27.99824863,-82.56452435
66,"T.J. Maxx / Steve's Road, Florida, United States",1132,335203,28.53867377,-81.73534444
67,"T.J. Maxx / 75 E Indiantown Rd, Jupiter, FL, United States",841,333353,26.93601626,-80.09159423
68,"T.J. Maxx / 1301 Missouri Ave N, Largo, FL, United States",1332,333314,27.93010714,-82.7891115
69,"T.J. Maxx / 388 N Congress Ave, Boynton Beach, FL, United States",392,330921,26.53119923,-80.08904205
70,"T.J. Maxx / 5260 E Highway 100, Palm Coast, FL, United States",1105,330474,29.47775566,-81.2153126
71,"T.J. Maxx / NW 3rd Street, Florida, United States",1438,320118,26.00974618,-80.35720031
72,"T.J. Maxx / 405 21st St, Vero Beach, FL, United States",138,318362,27.6385425,-80.38230785
73,"T.J. Maxx / 16920 US Highway 441, Mount Dora, FL, United States",1408,317349,28.81919966,-81.67658074
74,"T.J. Maxx / 2430 Pga Blvd, Palm Beach Gardens, FL, United States",70,309767,26.8431894,-80.07067753
75,"T.J. Maxx / 620 US-441, The Villages, FL, United States",1025,308812,28.93295269,-81.93829386
76,"T.J. Maxx / 1626 S Federal Hwy, Delray Beach, FL, United States",1364,302075,26.44302204,-80.07223489
77,"T.J. Maxx / 1455 Semoran Blvd, Casselberry, FL, United States",283,299426,28.6278281,-81.31945704
78,"T.J. Maxx / 5107 US Highway 19, New Port Richey, FL, United States",1486,296551,28.23348648,-82.73085927
79,"T.J. Maxx / 80 W Grant St, Orlando, FL, United States",1123,280372,28.51589552,-81.37907899
80,"T.J. Maxx / 3215  Vineland Rd, Kissimmee, FL, United States",1506,276207,28.34613124,-81.482625
81,"T.J. Maxx / 7326 Gall Blvd, Zephyrhills, FL, United States",1194,271995,28.26414526,-82.18649301
82,"T.J. Maxx / 380 N State Road 434, Altamonte Springs, FL, United States",1530,264589,28.65683065,-81.42086953
83,"T.J. Maxx / 11926 Narcoossee Rd, Orlando, FL, United States",1499,264054,28.39139541,-81.24781724
84,"T.J. Maxx / 9370 Ben C Pratt, Fort Myers, FL, United States",1535,239397,26.60843087,-81.81345361
85,"T.J. Maxx / 3550 University Blvd W, Jacksonville, FL, United States",1373,182806,30.26072448,-81.6244509
86,"T.J. Maxx / 1920  Cordova Rd, Fort Lauderdale, FL, United States",1340,179403,26.09717542,-80.12949882
87,"T.J. Maxx / 6100 14th St W, Bradenton, FL, United States",791,134530,27.43332377,-82.57887006
88,"T.J. Maxx / North Miami, FL, United States",1377,112783,25.88796775,-80.16249003
1,"T.J. Maxx / 187 Cox Creek Pkwy, Florence, AL, United States",73,757204,34.82570805,-87.62562727
2,"T.J. Maxx / 3500 Ross Clark Cir, Dothan, AL, United States",27,710596,31.2460136,-85.424775
3,"T.J. Maxx / 1646 Montgomery Hwy, Hoover, AL, United States",242,676723,33.39335053,-86.80787109
4,"T.J. Maxx / 2185 Tigertown Parkway, Opelika, AL, United States",662,672003,32.61772288,-85.40596121
5,"T.J. Maxx / 316 E Meighan Blvd, Gadsden, AL, United States",465,595703,34.01266801,-85.98970988
6,"T.J. Maxx / McFarland Boulevard East, Tuscaloosa, Alabama, United States",649,585935,33.18497378,-87.52800996
7,"T.J. Maxx / 832 Christopher Circle, Albertville, Alabama, United States",1446,550241,34.27934442,-86.20673902
8,"T.J. Maxx / 2748 Legends Pkwy, Prattville, AL, United States",1079,548695,32.45711144,-86.3968484
9,"T.J. Maxx / 1648 Gadsden Hwy, Birmingham, AL, United States",45,531727,33.60483555,-86.63828671
10,"T.J. Maxx / 300 Oxford Exchange Blvd, Oxford, AL, United States",1045,531480,33.60837815,-85.78320548
11,"T.J. Maxx / 320 S Colonial Dr, Alabaster, AL, United States",1074,524758,33.22367944,-86.80391794
12,"T.J. Maxx / 1908 Marktplatz Center, SW, Cullman, AL, United States",1149,522109,34.15084311,-86.83897821
13,"T.J. Maxx / 975 Airport Rd SW Ste 22A, Huntsville, AL, United States",705,520098,34.68981044,-86.57808509
14,"T.J. Maxx / 2751 Eastern Blvd, Montgomery, AL, United States",243,510554,32.34508806,-86.22138895
15,"T.J. Maxx / 655 Fieldstown Rd S150, Gardendale, AL, United States",209,489876,33.64939863,-86.823636
16,"T.J. Maxx / 7696 Hwy 72 W NW, Madison, AL, United States",279,485713,34.75703117,-86.73690152
17,"T.J. Maxx / 6850 US Highway 90, Daphne, AL, United States",817,471157,30.65283447,-87.90662753
18,"T.J. Maxx / 616 Boll Weevil Circle, Enterprise, AL, United States",1396,469954,31.3179396,-85.82869189
19,"T.J. Maxx / 2601 South McKenzie St., Foley, AL, United States",1166,458653,30.37584144,-87.67847689
20,"T.J. Maxx / 606 Highway 78 E, Jasper, AL, United States",1366,456588,33.84977072,-87.26907566
21,"T.J. Maxx / Cahaba Beach Road, Hoover, Alabama, United States",466,422139,33.4218513,-86.69223753
22,"T.J. Maxx / 3940 Airport Blvd, Mobile, AL, United States",267,365909,30.67742241,-88.14683993
23,"T.J. Maxx / 1307 US Hwy 231, Troy, AL, United States",1595,347167,31.77784479,-85.9452729
24,"T.J. Maxx / 4917 Promenade Pkwy, Bessemer, AL, United States",1471,314216,33.33548414,-86.99132475
25,"T.J. Maxx / 145 Mcs Blvd, Sylacauga, AL, United States",1524,296829,33.17396136,-86.28282353
1,"Marshalls / 2750 Carl T Jones Dr SE, Huntsville, AL, United States",422,579489,34.67480735,-86.5457253
2,"Marshalls / South Pine Street, Foley, Alabama, United States",1446,560818,30.37788523,-87.68632428
3,"Marshalls / 7680 Eastchase Pkwy, Montgomery, AL, United States",1355,459410,32.3596849,-86.15858661
4,"Marshalls / 3250 Airport Blvd., Mobile, AL, United States",316,418587,30.67761061,-88.12260762
5,"Marshalls / Grove Boulevard, Hoover, Alabama, United States",1227,395458,33.36105771,-86.85386633
6,"Marshalls / Trussville Crossings Pkwy, Trussville, Alabama, United States",767,330430,33.63910488,-86.62771501
7,"Marshalls / 7950 Highway 72 W Ste 7, Madison, AL, United States",809,266024,34.75430438,-86.74775761
1,"Marshalls / 11031 Southern Blvd, Royal Palm Beach, FL, United States",425.0,819819,26.6834479,-80.22362638
2,"Marshalls / 5505 S Williamson Blvd, Port Orange, FL, United States",1077.0,754601,29.11130473,-81.03616413
3,"Marshalls / 5915 20th St, Vero Beach, FL, United States",1062.0,702859,27.63733172,-80.44914495
4,"Marshalls / 3349 Daniels Rd, Winter Garden, FL, United States",1018.0,650072,28.52103765,-81.58389624
5,"Marshalls / 1700 W 49th St, Ste 3, Hialeah, FL, United States",146.0,622791,25.86463408,-80.31606456
6,"Marshalls / 1795 US Highway 1 S, Saint Augustine, FL, United States",194.0,599968,29.86862798,-81.32534911
7,"Marshalls / 11865 SW 26th St, Miami, FL, United States",320.0,562742,25.74786693,-80.38838071
8,"Marshalls / 731 Centerview Blvd, Kissimmee, FL, United States",1278.0,559928,28.34226274,-81.41032988
9,"Marshalls / 3615 S Florida Ave, Lakeland, FL, United States",329.0,559641,27.99839165,-81.96058114
10,"Marshalls / 2948 Little Rd, Trinity, FL, United States",465.0,555623,28.20242974,-82.66406799
11,"Marshalls / 3661 W Waters Ave, Tampa, FL, United States",285.0,552525,28.02853219,-82.50300763
12,"Marshalls / 12801 W Sunrise Blvd, Sunrise, FL, United States",486.0,548214,26.14945018,-80.32563391
13,"Marshalls / 1800 3Rd St S, Jacksonville Beach, FL, United States",408.0,541376,30.27075293,-81.39014639
14,"Marshalls / 3965 Plaza Blvd, Ste 40, Gainesville, FL, United States",1328.0,527287,29.62730729,-82.38218874
15,"Marshalls / 7143 Coastal Blvd, Brooksville, FL, United States",1010.0,502202,28.53635626,-82.50622751
16,"Marshalls / 14093 SW 88 St., Miami, FL, United States",372.0,483807,25.6861927,-80.42254009
17,"Marshalls / 2458 W Brandon Blvd, Brandon, FL, United States",284.0,482310,27.94261139,-82.32225189
18,"Marshalls / 16800 Collins Ave, Sunny Isles Beach, FL, United States",651.0,481957,25.93155015,-80.12302813
19,"Marshalls / 501 N Orlando Ave, Winter Park, FL, United States",1332.0,473033,28.60393079,-81.36809838
20,"Marshalls / Woodbridge Drive, The Villages, Florida, United States",1293.0,466065,28.93027812,-82.01828307
21,"Marshalls / 105 N US Highway 1, Tequesta, FL, United States",1269.0,458671,26.96015233,-80.08295057
22,"Marshalls / 15611 Sea Turtle Dr, Panama City Beach, FL, United States",1113.0,454293,30.22129622,-85.8701446
23,"Marshalls / 13120 US Highway 301 S, Ste 101, Riverview, FL, United States",1202.0,453903,27.79620131,-82.33245096
24,"Marshalls / 8467 Cooper Creek Blvd, University Park, FL, United States",264.0,436709,27.39169372,-82.45327833
25,"Marshalls / 1321 Bruce B Downs Road, Wesley Chapel, FL, United States",464.0,435297,28.17546464,-82.35555788
26,"Marshalls / 1724 US Highway 27 N, Sebring, FL, United States",1019.0,429195,27.49891405,-81.485903
27,"Marshalls / 1564 Governor'S Square Blvd, Tallahassee, FL, United States",805.0,427271,30.44015803,-84.25826912
28,"Marshalls / 3401 North Miami Avenue, Miami, Florida, United States",392.0,424338,25.80987875,-80.19355365
29,"Marshalls / 10017 Gulf Center Dr, Fort Myers, FL, United States",1003.0,423864,26.48581527,-81.78940397
30,"Marshalls / Tampa Road, Florida, United States",1042.0,417388,28.05040396,-82.69797409
31,"Marshalls / 1401 S Federal Highway, Pompano Beach, FL, United States",167.0,415341,26.21278703,-80.10717035
32,"Marshalls / 1099 N Homestead Blvd, Homestead, FL, United States",816.0,414816,25.48042614,-80.46169303
33,"Marshalls / 4477 Commons Dr W, Destin, FL, United States",509.0,406771,30.38944671,-86.43912186
34,"Marshalls / 2115 Tamiami Trl N, Naples, FL, United States",176.0,406080,26.17261584,-81.80103344
35,"Marshalls / 2475 NW Federal Highway, Jensen Beach, FL, United States",350.0,403317,27.23554687,-80.26661916
36,"Marshalls / 3852 W Hillsboro Blvd, Deerfield Beach, FL, United States",325.0,396312,26.31571519,-80.15697515
37,"Marshalls / 2550 PGA Blvd, Palm Beach Gardens, FL, United States",653.0,395690,26.84377179,-80.0737879
